,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"3,102,709","2,866,701","2,739,442","2,356,336"
2,Cost of Revenue,"757,688","724,664","697,376","652,604"
3,Gross Profit,"2,345,021","2,142,037","2,042,066","1,703,732"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"238,985","231,059","222,067","217,227"
7,Non Recurring,-,-,-,-
8,Others,"13,560","12,205","14,329","41,998"
9,Total Operating Expenses,"1,957,447","1,847,068","1,864,757","1,792,202"
10,Operating Income or Loss,"1,145,262","1,019,633","874,685","564,134"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"741,028","795,935","472,419","384,471"
13,Earnings Before Interest and Taxes,"1,145,262","1,019,633","874,685","564,134"
14,Interest Expense,"-229,141","-274,486","-303,146","-301,363"
15,Income Before Tax,"1,886,290","1,815,568","1,347,104","948,605"
16,Income Tax Expense,"63,330","54,609","54,564","23,090"
17,Minority Interest,"3,502,795","3,074,583","3,467,059","3,752,901"
18,Net Income From Continuing Ops,"1,822,960","1,760,959","1,292,540","925,515"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,649,361","1,652,325","1,209,932","869,439"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,643,426","1,641,931","1,203,218","862,788"
