,assoc,values
0,they sell,analyses consensus rating score stands 1.9. next one year period average individual price target estimates referred covering sell-side analysts 80.12 .
1,they sell,trading volume also signal investor take profits sell security due low activity .
2,they sell,company spent 1.65 billion trying sell products last quarter result yielding gross income 1.19 billion .
3,they sell,"related news director stallkamp thomas sold 1,043 shares company stock transaction recorded april 1st 2019. sale performed average price 82.07 total value 85,599. sale deal closes director stallkamp thomas sold 5,680 shares company stock valued 465,135. also director stroucken albert p l sold 5,680 shares company stock deal recorded april 1st 2019. shares sold average price 81.89 per share total market value 27,285. following completion acquisition svp operations holds 9,710 shares company stock valued 776,800. last 6 months insiders changed ownership shares company stock 0.20 ."
4,they buy,6 17 analysts covering stock rated buy 5 maintained hold recommendation baxter international inc. stock .
5,they sell,0 analysts assigned sell rating bax stock .
6,they buy,buy avoid stock sets active trading volume day reported 2256033 contracts far session .
7,they sell,analysts evercore isi lowered recommendation shares bax outperform in-line opinion released april 08. morgan stanley analysts bumped rating baxter international inc. nyse bax stock underweight overweight separate flash note issued investors january 02. analysts citigroup released upgrade neutral buy stock research note dated back january 02 .
8,they sell,analysts rate stock buy strong buy rated sell .
9,they sell,12 analysts rated baxter international inc. nyse bax buy strong buy single analyst advised investors desist purchasing stock sell already company stock .
10,they sell,considering stocks buy sell use approach comfortable .
11,they sell,price last 200 days moving increasing trend look buy opportunities shows decreasing trend price last 200 days look sell opportunities .
12,they sell,assessment allows investor determine wise purchase sell particular stock .
