,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"3,722,800","3,435,300","2,963,700","2,493,700"
2,Cost of Revenue,"939,400","875,300","797,400","617,200"
3,Gross Profit,"2,783,400","2,560,000","2,166,300","1,876,500"
4,Operating Expenses,,,,
5,Research Development,"622,200","552,600","442,200","382,900"
6,Selling General and Administrative,"1,088,600","996,500","904,700","850,700"
7,Non Recurring,-,-,-,-
8,Others,-,700,700,700
9,Total Operating Expenses,"2,650,200","2,425,100","2,144,300","1,850,800"
10,Operating Income or Loss,"1,072,600","1,010,200","819,400","642,900"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-311,200","24,700","-81,500","-20,500"
13,Earnings Before Interest and Taxes,"1,072,600","1,010,200","819,400","642,900"
14,Interest Expense,"-29,900","-23,200","-19,200","-17,200"
15,Income Before Tax,"761,400","1,034,900","737,900","622,400"
16,Income Tax Expense,"39,200","451,300","168,400","127,500"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"722,200","583,600","569,500","494,900"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"722,200","583,600","569,500","494,900"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"722,200","583,600","569,500","494,900"
