,assoc,values
0,they sell,"akamai technologies inc. nasdaq akam insider rick m. mcconnell sold 1,362 shares stock transaction dated wednesday april 24th ."
1,they sell,"stock sold average price 78.00 total value 106,236.00 ."
2,they buy,morgan stanley upgraded akamai technologies equal weight rating overweight rating lowered price target stock 82.00 79.00 report tuesday january 15th .
3,they sell,bidaskclub upgraded akamai technologies strong sell rating sell rating report saturday january 19th .
4,they buy,piper jaffray companies lowered price target akamai technologies 84.00 set overweight rating company report tuesday january 8th .
5,they buy,finally craig hallum lowered price target akamai technologies 91.00 82.00 set buy rating company report wednesday january 9th .
6,they sell,one research analyst rated stock sell rating seven assigned hold rating twelve assigned buy rating one assigned strong buy rating company stock .
7,they buy,akamai technologies average rating buy average price target 81.50 .
8,they buy,piper jaffray companies reduced price target shares akamai technologies 84.00 set overweight rating company research report tuesday january 8th .
9,they buy,zacks investment research downgraded shares akamai technologies strong-buy rating hold rating research report tuesday january 8th .
10,they buy,craig hallum reduced price target shares akamai technologies 91.00 82.00 set buy rating company research report wednesday january 9th .
11,they buy,finally morgan stanley upgraded shares akamai technologies equal weight rating overweight rating reduced price target company 82.00 79.00 research report tuesday january 15th .
12,they sell,one analyst rated stock sell rating seven given hold rating twelve given buy rating one given strong buy rating company stock .
13,they buy,akamai technologies currently average rating buy consensus price target 81.50 .
14,they sell,"news insider rick m. mcconnell sold 1,362 shares firm stock transaction wednesday april 24th ."
15,they sell,"shares sold average price 78.00 total transaction 106,236.00 ."
16,they sell,"also director monte e. ford sold 24,721 shares firm stock transaction thursday march 14th ."
17,they sell,"shares sold average price 72.41 total transaction 1,790,047.61 ."
18,they sell,"insiders sold total 99,760 shares company stock worth 7,127,085 last 90 days ."
19,they sell,zacks earnings per share averages mean average based survey sell-side research firms cover akamai technologies .
20,they sell,"news cfo edward j. mcgowan sold 5,520 shares akamai technologies stock transaction dated tuesday march 12th ."
21,they sell,"stock sold average price 72.40 total value 399,648.00 ."
22,they sell,"also insider rick m. mcconnell sold 1,362 shares akamai technologies stock transaction dated wednesday april 24th ."
23,they sell,"stock sold average price 78.00 total value 106,236.00 ."
24,they sell,"insiders sold 99,760 shares company stock worth 7,127,085 last quarter ."
25,they buy,"oregon public employees retirement fund increased stake akamai technologies 5,021.8 fourth quarter ."
26,they buy,"norges bank bought new stake akamai technologies fourth quarter worth approximately 100,218,000 ."
27,they buy,millennium management llc increased stake akamai technologies 220.0 fourth quarter .
28,they buy,"d. e. shaw co. inc. increased stake akamai technologies 6,712.8 fourth quarter ."
29,they buy,"finally worldquant millennium quantitative strategies llc increased stake akamai technologies 13,750.6 fourth quarter ."
30,they buy,average analysts currently moderate buy recommendation mean rating 4.12. comparison average recommendation month ago moderate buy average rating 4.07. similarly average rating observed 2 months ago moderate buy mean numerical rating 4.29 average rating observed 3 months ago moderate buy mean numerical rating 4.38 .
31,they sell,zacks investment research upgraded shares akamai technologies nasdaq akam sell rating hold rating research report sent investors monday zacks.com reports .
32,they buy,set buy rating 95.00 price target stock .
33,they buy,keycorp increased price target akamai technologies 76.00 80.00 gave stock overweight rating research report wednesday april 10th .
34,they buy,bidaskclub raised akamai technologies hold rating buy rating research report wednesday april 10th .
35,they buy,tigress financial reissued strong-buy rating shares akamai technologies research report thursday april 4th .
36,they sell,finally deutsche bank downgraded akamai technologies hold rating sell rating set 58.00 price target stock .
37,they sell,one equities research analyst rated stock sell rating seven assigned hold rating twelve given buy rating one issued strong buy rating company stock .
38,they buy,akamai technologies average rating buy average price target 81.50 .
39,they sell,"akamai technologies news director monte e. ford sold 24,721 shares firm stock transaction thursday march 14th ."
40,they sell,"stock sold average price 72.41 total value 1,790,047.61 ."
