,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"1,214,969","1,165,095","1,142,167","1,059,366"
2,Cost of Revenue,"192,134","193,326","198,242","192,788"
3,Gross Profit,"1,022,835","971,769","943,925","866,578"
4,Operating Expenses,,,,
5,Research Development,"57,884","52,342","59,100","63,718"
6,Selling General and Administrative,"197,559","211,705","198,253","196,914"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"447,577","457,373","455,595","453,420"
10,Operating Income or Loss,"767,392","707,722","686,572","605,946"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-37,876","-108,710","-105,399","-118,296"
13,Earnings Before Interest and Taxes,"767,392","707,722","686,572","605,946"
14,Interest Expense,"-114,845","-136,336","-115,564","-107,631"
15,Income Before Tax,"729,516","599,012","581,173","487,650"
16,Income Tax Expense,"147,027","141,764","140,528","112,414"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"582,489","457,248","440,645","375,236"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"582,489","457,248","440,645","375,236"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"582,489","457,248","440,645","375,236"
