,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"96,706,000","75,053,000","63,517,000","64,471,000"
2,Cost of Revenue,"86,066,000","67,089,000","56,815,000","56,261,000"
3,Gross Profit,"10,640,000","7,964,000","6,702,000","8,210,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"2,424,000","1,714,000","1,605,000","1,546,000"
7,Non Recurring,-,-,-,-
8,Others,"557,000","454,000","435,000","391,000"
9,Total Operating Expenses,"91,537,000","71,371,000","60,856,000","59,700,000"
10,Operating Income or Loss,"5,169,000","3,682,000","2,661,000","4,771,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-601,000","-338,000","-839,000","-397,000"
13,Earnings Before Interest and Taxes,"5,169,000","3,682,000","2,661,000","4,771,000"
14,Interest Expense,"-946,000","-625,000","-538,000","-288,000"
15,Income Before Tax,"4,568,000","3,344,000","1,822,000","4,374,000"
16,Income Tax Expense,"962,000","-460,000","609,000","1,506,000"
17,Minority Interest,"9,878,000","7,795,000","7,646,000","6,438,000"
18,Net Income From Continuing Ops,"3,606,000","3,804,000","1,213,000","2,868,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"2,780,000","3,432,000","1,174,000","2,852,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"2,779,000","3,430,000","1,173,000","2,848,000"
