,assoc,values
0,they buy,tripadvisor nasdaq trip upgraded equities research analysts deutsche bank hold rating buy rating report released friday marketbeat.com reports .
1,they buy,bidaskclub upgraded tripadvisor hold rating buy rating research note tuesday january 29th .
2,they buy,valuengine lowered tripadvisor buy rating hold rating research report friday march 1st .
3,they buy,finally zacks investment research lowered tripadvisor buy rating hold rating research report monday february 18th .
4,they sell,five analysts rated stock sell rating eleven given hold rating three assigned buy rating company stock .
5,they buy,"kentucky retirement systems bought new position tripadvisor third quarter valued 758,000 ."
6,they buy,"keyword tripadvisor nasdaq trip trip retail/wholesale,89694520 upgrade deutsche bank agratings:3,16 nasdaq trip receive news ratings tripadvisor daily enter email address receive concise daily summary latest news analysts ratings tripadvisor related companies marketbeat.com free daily email newsletter ."
7,they sell,"brinker capital inc sold 6,146 shares company stock declined 16.77 stock markets rallied ."
8,they buy,stock increased 5.03 2.64 last trading session reaching 55.08 .
9,they buy,"also increased holding kimberly clark corp nyse kmb 551,624 shares quarter total 1.29 million shares risen stake cdn natural res nyse cnq ."
10,they sell,"lilly endowment inc sold 136,577 shares worth 16.16 million thursday january 17 ."
11,they sell,"25,000 shares sold neill myles worth 2.82 million ."
12,they buy,deutsche bank upgraded shares tripadvisor nasdaq trip hold rating buy rating research note published friday morning benzinga reports .
13,they sell,bidaskclub raised shares tripadvisor sell rating hold rating report thursday april 11th .
14,they buy,valuengine cut shares tripadvisor buy rating hold rating report friday march 1st .
15,they sell,five investment analysts rated stock sell rating eleven issued hold rating three issued buy rating stock .
16,they sell,"related news insider dermot halpin sold 17,655 shares tripadvisor stock transaction occurred friday february 15th ."
17,they sell,"shares sold average price 56.69 total value 1,000,861.95 ."
18,they sell,"also svp seth j. kalvert sold 11,016 shares tripadvisor stock transaction occurred monday april 1st ."
19,they sell,"shares sold average price 51.93 total transaction 572,060.88 ."
20,they sell,"insiders sold 62,114 shares company stock worth 3,384,884 last ninety days ."
21,they buy,"advisors asset management inc. bought new position tripadvisor third quarter valued approximately 287,000 ."
22,they buy,"kentucky retirement systems bought new position tripadvisor third quarter valued approximately 758,000 ."
23,they buy,teachers advisors llc increased stake tripadvisor 11.6 third quarter .
24,they buy,tiaa cref investment management llc increased stake tripadvisor 1.3 third quarter .
25,they buy,finally morgan stanley increased stake tripadvisor 2.1 third quarter .
26,they buy,"keyword tripadvisor nasdaq trip trip retail/wholesale,89694520 upgrade deutsche bank agratings:3,16 nasdaq trip receive news ratings tripadvisor daily enter email address receive concise daily summary latest news analysts ratings tripadvisor related companies marketbeat.com free daily email newsletter ."
