,0,1
0,Market Cap (intraday) 5,4.66B
1,Enterprise Value 3,5.44B
2,Trailing P/E ,15.61
3,Forward P/E 1,9.81
4,PEG Ratio (5 yr expected) 1,0.49
5,Price/Sales (ttm),0.46
6,Price/Book (mrq),1.26
7,Enterprise Value/Revenue 3,0.54
8,Enterprise Value/EBITDA 6,7.88
,0,1
0,Fiscal Year Ends ,"Dec 31, 2017"
1,Most Recent Quarter (mrq),"Jun 30, 2018"
,0,1
0,Profit Margin ,3.10%
1,Operating Margin (ttm),4.48%
,0,1
0,Return on Assets (ttm),4.53%
1,Return on Equity (ttm),8.85%
,0,1
0,Revenue (ttm),10.16B
1,Revenue Per Share (ttm),65.08
2,Quarterly Revenue Growth (yoy),20.70%
3,Gross Profit (ttm),1.24B
4,EBITDA ,690.13M
5,Net Income Avi to Common (ttm),314.85M
6,Diluted EPS (ttm),2.00
7,Quarterly Earnings Growth (yoy),16.50%
,0,1
0,Total Cash (mrq),120.36M
1,Total Cash Per Share (mrq),0.81
2,Total Debt (mrq),856.24M
3,Total Debt/Equity (mrq),23.18
4,Current Ratio (mrq),1.82
5,Book Value Per Share (mrq),24.67
,0,1
0,Operating Cash Flow (ttm),553.86M
1,Levered Free Cash Flow (ttm),223.68M
,0,1
0,Beta (3Y Monthly) ,0.48
1,52-Week Change 3,-15.85%
2,S&P500 52-Week Change 3,4.00%
3,52 Week High 3,40.10
4,52 Week Low 3,30.26
5,50-Day Moving Average 3,32.88
6,200-Day Moving Average 3,34.16
,0,1
0,Avg Vol (3 month) 3,1.38M
1,Avg Vol (10 day) 3,1.31M
2,Shares Outstanding 5,148.81M
3,Float ,147.8M
4,% Held by Insiders 1,0.62%
5,% Held by Institutions 1,88.95%
6,"Shares Short (Oct 15, 2018) 4",4.81M
7,"Short Ratio (Oct 15, 2018) 4",3.45
8,"Short % of Float (Oct 15, 2018) 4",3.59%
9,"Short % of Shares Outstanding (Oct 15, 2018) 4",3.23%
10,"Shares Short (prior month Sep 14, 2018) 4",3.71M
,0,1
0,Forward Annual Dividend Rate 4,N/A
1,Forward Annual Dividend Yield 4,N/A
2,Trailing Annual Dividend Rate 3,N/A
3,Trailing Annual Dividend Yield 3,N/A
4,5 Year Average Dividend Yield 4,N/A
5,Payout Ratio 4,0.00%
6,Dividend Date 3,N/A
7,Ex-Dividend Date 4,N/A
8,Last Split Factor (new per old) 2,3/2
9,Last Split Date 3,"Apr 10, 2000"
