,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"15,940,700","14,570,600","12,688,100","4,676,500"
2,Cost of Revenue,"2,166,800","1,808,100","1,469,200","983,500"
3,Gross Profit,"13,773,900","12,762,500","11,218,900","3,693,000"
4,Operating Expenses,,,,
5,Research Development,"1,993,600","2,581,200","2,086,400","583,800"
6,Selling General and Administrative,"4,686,700","4,277,700","3,673,300","1,832,900"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"16,044,200","15,137,400","12,672,600","5,336,000"
10,Operating Income or Loss,"-103,500","-566,800","15,500","-659,500"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-10,282,900","-2,265,200","-4,563,000","-2,338,700"
13,Earnings Before Interest and Taxes,"-103,500","-566,800","15,500","-659,500"
14,Interest Expense,"-1,095,600","-1,295,600","-1,193,300","-411,800"
15,Income Before Tax,"-10,386,400","-2,832,000","-4,547,500","-2,998,200"
16,Income Tax Expense,"-6,670,400","-1,897,000","-1,605,900","-513,600"
17,Minority Interest,"16,000","7,800","-2,100","4,400"
18,Net Income From Continuing Ops,"-3,716,000","-935,000","-2,941,600","-2,484,600"
19,Non-recurring Events,,,,
20,Discontinued Operations,"-402,900","15,914,500","6,861,000","854,100"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"-4,125,500","14,973,400","3,915,200","-1,630,500"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"-4,403,900","14,695,000","3,683,200","-1,630,500"
