,0,1,2,3,4
0,Revenue,11/30/2018,11/30/2017,11/30/2016,11/30/2015
1,Total Revenue,"18,881,000","17,510,000","16,389,000","15,714,000"
2,Cost of Revenue,"11,090,000","10,197,000","9,383,000","9,447,000"
3,Gross Profit,"7,791,000","7,313,000","7,006,000","6,267,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"2,450,000","2,265,000","2,197,000","2,087,000"
7,Non Recurring,-,-,-,-
8,Others,"-59,000","-35,000","47,000","576,000"
9,Total Operating Expenses,"15,498,000","14,273,000","13,365,000","13,736,000"
10,Operating Income or Loss,"3,383,000","3,237,000","3,024,000","1,978,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-177,000","-571,000","-196,000","-179,000"
13,Earnings Before Interest and Taxes,"3,383,000","3,237,000","3,024,000","1,978,000"
14,Interest Expense,"-194,000","-198,000","-223,000","-217,000"
15,Income Before Tax,"3,206,000","2,666,000","2,828,000","1,799,000"
16,Income Tax Expense,"54,000","60,000","49,000","42,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"3,152,000","2,606,000","2,779,000","1,757,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"3,152,000","2,606,000","2,779,000","1,757,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"3,152,000","2,606,000","2,779,000","1,757,000"
