,assoc,values
0,they sell,analysts moffettnathanson cut rating shares centurylink inc. nyse ctl neutral sell opinion released august 22. jefferies analysts bumped recommendation ctl stock hold buy separate flash note investors june 26. analysts macquarie downgraded stock underperform call previous neutral stance research note dated back may 16 .
1,they sell,08/13/2018 post glen f iii director sold 150 thousand shares price per share 22 .
2,they buy,temasek holdings private ltd performs 10 owner job bought 5.04 million shares 87.69 million .
3,they sell,average consensus rating company 2.6 scale 5 equates unanimous sell rating .
4,they sell,short mean analyst recommendations calling stock sell .
5,they buy,janney montgomery scott llc increased position shares centurylink 8.3 third quarter .
6,they buy,zacks investment research lowered shares centurylink buy rating hold rating report tuesday october 9th .
7,they buy,valuengine raised shares centurylink hold rating buy rating report wednesday august 15th .
8,they buy,morgan stanley raised price target shares centurylink 21.60 25.00 gave company overweight rating report wednesday august 15th .
9,they sell,three investment analysts rated stock sell rating six issued hold rating nine given buy rating company .
10,they sell,average sell-side analysts expect centurylink inc post 1.07 eps current year .
11,they sell,"centurylink news director glen f. post iii sold 150,000 shares firm stock transaction tuesday august 21st ."
12,they sell,"shares sold average price 24.00 total transaction 3,600,000.00 ."
13,they sell,6 analysts 17 wall street brokerage firms rate ctl stock buy 2 see sell .
14,they buy,getting trading period increased 200 days stock price seen 17.04 average .
15,they sell,"news director glen f. post iii sold 150,000 shares business stock transaction monday august 13th ."
16,they sell,"shares sold average price 22.00 total transaction 3,300,000.00 ."
17,they sell,zacks investment research downgraded shares centurylink hold rating strong sell rating report tuesday july 24th .
18,they buy,bank america set 27.00 price objective shares centurylink gave stock buy rating report wednesday august 8th .
19,they buy,finally morgan stanley lifted price objective shares centurylink 21.60 25.00 gave stock overweight rating report wednesday august 15th .
20,they sell,three equities research analysts rated stock sell rating six issued hold rating nine given buy rating company .
21,they buy,fy2018 eps estimates air canada ac increased analyst investors get next glimpse ctl q3 earnings november 08. analysts forecasting revenue climb 45.8 percent 5.88b next fiscal quarter earnings seen soaring nearly percent 0.3 per share .
22,they sell,average consensus rating company 2.6 scale 5 equates unanimous sell rating .
23,they sell,short mean analyst recommendations calling stock sell .
24,they sell,08/13/2018 post glen f iii director sold 150 thousand shares price per share 22 .
25,they buy,temasek holdings private ltd performs 10 owner job bought 5.04 million shares 87.69 million .
26,they sell,average consensus rating company 2.6 scale 5 equates unanimous sell rating .
27,they sell,short mean analyst recommendations calling stock sell .
28,they sell,08/13/2018 post glen f iii director sold 150 thousand shares price per share 22 .
29,they buy,temasek holdings private ltd performs 10 owner job bought 5.04 million shares 87.69 million .
30,they buy,"northwest capital management inc bought new stake shares centurylink third quarter worth 265,000 ."
31,they buy,"james investment research inc. bought new stake shares centurylink third quarter worth 1,983,000 ."
32,they buy,zacks investment research lowered shares centurylink buy rating hold rating research report tuesday october 9th .
33,they buy,valuengine raised shares centurylink hold rating buy rating research report wednesday august 15th .
34,they buy,morgan stanley upped price objective shares centurylink 21.60 25.00 gave company overweight rating report wednesday august 15th .
35,they sell,three research analysts rated stock sell rating six assigned hold rating nine given buy rating stock .
36,they buy,average analysts currently hold recommendation mean rating 3.18. comparison average recommendation month ago hold average rating 3.28. similarly average rating observed 2 months ago hold mean numerical rating 3.28 average rating observed 3 months ago moderate buy mean numerical rating 3.44 .
37,they buy,kovack advisors inc. bought new position shares centurylink inc nyse ctl third quarter according company recent filing securities exchange commission sec .
38,they buy,"fund bought 11,122 shares technology company stock valued approximately 236,000 ."
39,they buy,baird financial group inc. increased position centurylink 1.7 2nd quarter .
40,they sell,"centurylink news director glen f. post iii sold 150,000 shares centurylink stock transaction occurred tuesday august 21st ."
41,they sell,"shares sold average price 24.00 total value 3,600,000.00 ."
42,they sell,hanson lowered centurylink neutral rating sell rating set 19.00 price target stock .
43,they buy,valuengine upgraded centurylink hold rating buy rating report wednesday august 15th .
44,they sell,zacks investment research downgraded centurylink hold rating strong sell rating report tuesday july 24th .
45,they sell,three analysts rated stock sell rating six given hold rating nine issued buy rating stock .
46,they sell,drop might tempting investor sell point fact would prove short-sighted mistake sell-side analysts think almost 40.91 gain yet come shareholders .
47,they buy,current time stock 6 buy 9 hold ratings .
48,they sell,6 analysts 17 wall street brokerage firms rate ctl stock buy 2 see sell .
