,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"32,765,000","31,657,000","30,109,000","30,274,000"
2,Cost of Revenue,"16,655,000","15,969,000","15,118,000","15,343,000"
3,Gross Profit,"16,110,000","15,688,000","14,991,000","14,931,000"
4,Operating Expenses,,,,
5,Research Development,"1,816,000","1,862,000","1,764,000","1,751,000"
6,Selling General and Administrative,"7,424,000","6,493,000","6,115,000","6,167,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"25,895,000","24,324,000","22,997,000","23,261,000"
10,Operating Income or Loss,"6,870,000","7,333,000","7,112,000","7,013,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"130,000","215,000","-59,000","-190,000"
13,Earnings Before Interest and Taxes,"6,870,000","7,333,000","7,112,000","7,013,000"
14,Interest Expense,"-350,000","-322,000","-199,000","-149,000"
15,Income Before Tax,"7,000,000","7,548,000","7,053,000","6,823,000"
16,Income Tax Expense,"1,637,000","2,679,000","1,995,000","1,982,000"
17,Minority Interest,"52,000","59,000","45,000","39,000"
18,Net Income From Continuing Ops,"5,363,000","4,869,000","5,058,000","4,841,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"5,349,000","4,858,000","5,050,000","4,833,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"5,349,000","4,858,000","5,050,000","4,833,000"
