,0,1,2,3,4
0,Revenue,2/3/2018,1/28/2017,1/30/2016,1/31/2015
1,Total Revenue,"5,884,506","4,854,737","3,924,116","3,241,369"
2,Cost of Revenue,"3,787,697","3,107,508","2,539,783","2,104,582"
3,Gross Profit,"2,096,809","1,747,229","1,384,333","1,136,787"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,287,232","1,073,834","863,354","712,006"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"5,099,215","4,199,913","3,417,819","2,830,954"
10,Operating Income or Loss,"785,291","654,824","506,297","410,415"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"1,568",890,"1,143",894
13,Earnings Before Interest and Taxes,"785,291","654,824","506,297","410,415"
14,Interest Expense,-,-,-,-
15,Income Before Tax,"786,859","655,714","507,440","411,309"
16,Income Tax Expense,"231,625","245,954","187,432","154,174"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"555,234","409,760","320,008","257,135"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"555,234","409,760","320,008","257,135"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"555,234","409,760","320,008","257,135"
