,assoc,values
0,they sell,"electronic arts inc. nasdaq ea ceo andrew wilson sold 29,000 shares business stock transaction dated monday october 1st ."
1,they sell,"shares sold average price 117.56 total value 3,409,240.00 ."
2,they buy,credit suisse group increased price target electronic arts 143.00 155.00 gave stock outperform rating research report wednesday july 25th .
3,they buy,mkm partners decreased price target electronic arts 157.00 set buy rating stock research report friday august 31st .
4,they buy,ubs group decreased price target electronic arts 176.00 166.00 set buy rating stock research report friday august 31st .
5,they buy,benchmark reduced price objective electronic arts 164.00 153.00 set buy rating stock report friday august 31st .
6,they buy,finally barclays set 132.00 price objective electronic arts gave stock buy rating report wednesday september 5th .
7,they sell,two research analysts rated stock sell rating five assigned hold rating twenty-two assigned buy rating one assigned strong buy rating company .
8,they buy,stock consensus rating buy consensus target price 141.87 .
9,they buy,state treasurer state michigan increased position shares electronic arts 0.6 second quarter .
10,they buy,vision capital management inc. increased position shares electronic arts 22.3 third quarter .
11,they buy,first trust advisors lp increased position shares electronic arts 333.2 second quarter .
12,they buy,highstreet asset management inc. increased position shares electronic arts 45.4 second quarter .
13,they buy,finally twin capital management inc. increased position shares electronic arts 1.3 second quarter .
14,they buy,bank america cut shares electronic arts buy rating neutral rating decreased price objective stock 159.00 126.00 research report friday august 31st .
15,they buy,wedbush set 158.00 price objective shares electronic arts gave stock buy rating research report tuesday october 23rd .
16,they sell,bidaskclub upgraded shares electronic arts sell rating hold rating research report friday september 28th .
17,they buy,finally suntrust banks decreased price objective shares electronic arts 140.00 set buy rating stock research report friday august 31st .
18,they sell,two research analysts rated stock sell rating five given hold rating twenty-two given buy rating one given strong buy rating company stock .
19,they buy,electronic arts presently consensus rating buy average target price 141.87 .
20,they sell,sell-side analysts anticipate electronic arts inc. post 3.89 earnings per share current fiscal year .
21,they sell,"name required electronic arts inc. nasdaq ea ceo andrew wilson sold 29,000 shares company stock transaction monday october 1st ."
22,they sell,"stock sold average price 117.56 total value 3,409,240.00 ."
23,they sell,zacks investment research downgraded electronic arts hold rating sell rating research report wednesday september 26th .
24,they buy,bidaskclub lowered shares electronic arts strong-buy rating buy rating report wednesday july 25th .
25,they buy,wedbush reaffirmed buy rating issued 158.00 price target shares electronic arts report monday july 23rd .
26,they buy,finally piper jaffray companies upped price target shares electronic arts 165.00 gave company overweight rating report wednesday july 25th .
27,they sell,two equities research analysts rated stock sell rating five issued hold rating twenty-two given buy rating one assigned strong buy rating stock .
28,they buy,electronic arts currently average rating buy consensus target price 141.38 .
29,they buy,kaizen advisory llc increased holdings shares electronic arts 159.5 2nd quarter .
30,they buy,private capital group llc increased holdings shares electronic arts 781.5 1st quarter .
