,0,1,2,3,4
0,Revenue,11/30/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"5,223,289.747","4,870,670","3,848,011","11,683,927"
2,Cost of Revenue,"4,991,877.402","4,307,481","3,733,895","10,960,333"
3,Gross Profit,"231,412.344","563,189","114,116","723,594"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"87,797.447","72,510",408,"109,870"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"5,083,131.94","4,383,461","3,801,722","11,163,819"
10,Operating Income or Loss,"140,157.807","487,209","46,289","520,108"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"182,860.348","119,293","-58,881","-163,572"
13,Earnings Before Interest and Taxes,"140,157.807","487,209","46,289","520,108"
14,Interest Expense,"-59,007.268","-58,943","-58,881","-103,814"
15,Income Before Tax,"323,018.155","606,502","-12,592","356,536"
16,Income Tax Expense,"20,735.998","642,286","25,773","109,947"
17,Minority Interest,"38,170","459,615","512,358","256,312"
18,Net Income From Continuing Ops,"302,282.157","-35,784","-38,365","246,589"
19,Non-recurring Events,,,,
20,Discontinued Operations,"844,346.111","288,631","232,686","5,522"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,120,132.27","171,726","130,001","283,650"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,109,684.635","166,741","125,364","274,876"
