,assoc,values
0,they sell,"kla-tencor news cfo bren d. higgins sold 1,418 shares stock transaction occurred friday september 7th ."
1,they sell,"shares sold average price 106.64 total value 151,215.52 ."
2,they sell,"also svp brian lorig sold 2,547 shares stock transaction occurred wednesday september 5th ."
3,they sell,"stock sold average price 117.37 total transaction 298,941.39 ."
4,they sell,"last quarter insiders sold 51,880 shares company stock valued 6,075,839 ."
5,they buy,citigroup decreased price objective shares kla-tencor 128.00 121.00 set buy rating company research note tuesday september 25th .
6,they sell,bidaskclub lowered shares kla-tencor hold rating sell rating research note thursday september 20th .
7,they buy,zacks investment research lowered shares kla-tencor buy rating hold rating research note tuesday july 24th .
8,they sell,finally valuengine lowered shares kla-tencor hold rating sell rating research note wednesday september 12th .
9,they sell,three research analysts rated stock sell rating two given hold rating eleven given buy rating stock .
10,they buy,stock presently average rating buy average target price 136.15 .
11,they sell,"dropbox inc dbx shares bought first trust advisors lp first trust advisors lp buys 3,559,056 shares zynga inc znga zacks investment research cut shares kla-tencor nasdaq klac hold rating sell rating research note issued investors wednesday morning ."
12,they buy,citigroup decreased target price shares kla-tencor 127.00 123.00 set buy rating stock report friday july 13th .
13,they buy,b. riley decreased target price shares kla-tencor 152.00 145.00 set buy rating stock report tuesday july 31st .
14,they buy,stifel nicolaus raised target price shares kla-tencor 143.00 152.00 gave company buy rating report tuesday july 31st .
15,they sell,three investment analysts rated stock sell rating two issued hold rating twelve issued buy rating company stock .
16,they buy,stock presently consensus rating buy average price target 136.14 .
17,they sell,"news svp virendra a. kirloskar sold 1,537 shares firm stock transaction occurred monday august 6th ."
18,they sell,"shares sold average price 118.87 total value 182,703.19 ."
19,they sell,"also insider richard p. wallace sold 14,207 shares firm stock transaction occurred monday august 6th ."
20,they sell,"shares sold average price 118.49 total transaction 1,683,387.43 ."
21,they sell,"last 90 days insiders sold 51,880 shares company stock worth 6,075,839 ."
22,they sell,institutional investors hedge funds recently bought sold shares company .
23,they buy,ladenburg thalmann financial services inc. increased holdings shares kla-tencor 6.8 1st quarter .
24,they buy,donaldson capital management llc increased holdings shares kla-tencor 2.7 2nd quarter .
25,they buy,oppenheimer asset management inc. increased holdings shares kla-tencor 7.2 2nd quarter .
26,they buy,first mercantile trust co. increased holdings shares kla-tencor 41.1 2nd quarter .
27,they buy,finally boltwood capital management increased stake kla-tencor 6.0 3rd quarter .
28,they sell,"news svp virendra a. kirloskar sold 1,537 shares firm stock transaction dated monday august 6th ."
29,they sell,"shares sold average price 118.87 total transaction 182,703.19 ."
30,they sell,also insider brian m. trafas sold 649 shares firm stock transaction dated thursday august 30th .
31,they sell,"shares sold average price 116.42 total transaction 75,556.58 ."
32,they sell,"last 90 days insiders sold 51,880 shares company stock valued 6,075,839 ."
33,they buy,b. riley lowered target price shares kla-tencor 152.00 145.00 set buy rating stock research note tuesday july 31st .
34,they buy,zacks investment research raised shares kla-tencor hold rating buy rating set 119.00 target price stock research note wednesday august 1st .
35,they buy,citigroup lowered target price shares kla-tencor 127.00 123.00 set buy rating stock research note friday july 13th .
36,they buy,finally stifel nicolaus raised target price shares kla-tencor 143.00 152.00 gave company buy rating research note tuesday july 31st .
37,they sell,three analysts rated stock sell rating two issued hold rating eleven issued buy rating stock .
38,they buy,kla-tencor average rating buy average target price 136.15 .
39,they buy,featured story invest strong buy stocks viewcount articlehistoryid=25863449 postdate=2018-10-28 type=f id=4123671 want see hedge funds holding klac visit holdingschannel.com get latest 13f filings insider trades kla-tencor corp nasdaq klac .
40,they sell,massachusetts financial services co. 315.88 million position ambev a/s abev meag munich ergo kapitalanlagegesellschaft mbh raises holdings biogen inc biib zacks investment research cut shares kla-tencor nasdaq klac hold rating sell rating research note issued investors wednesday morning .
41,they buy,citigroup decreased target price shares kla-tencor 127.00 123.00 set buy rating stock report friday july 13th .
42,they buy,b. riley decreased target price shares kla-tencor 152.00 145.00 set buy rating stock report tuesday july 31st .
43,they buy,stifel nicolaus raised target price shares kla-tencor 143.00 152.00 gave company buy rating report tuesday july 31st .
44,they sell,three investment analysts rated stock sell rating two issued hold rating twelve issued buy rating company stock .
45,they buy,stock presently consensus rating buy average price target 136.14 .
46,they sell,"news svp virendra a. kirloskar sold 1,537 shares firm stock transaction occurred monday august 6th ."
47,they sell,"shares sold average price 118.87 total value 182,703.19 ."
48,they sell,"also insider richard p. wallace sold 14,207 shares firm stock transaction occurred monday august 6th ."
49,they sell,"shares sold average price 118.49 total transaction 1,683,387.43 ."
50,they sell,"last 90 days insiders sold 51,880 shares company stock worth 6,075,839 ."
51,they sell,institutional investors hedge funds recently bought sold shares company .
52,they sell,"see also closed-end mutual fundsviewcount articlehistoryid=25839353 postdate=2018-10-27 type=a quarternary=1 id=1104539 get free copy zacks research report kla-tencor klac information research offerings zacks investment research visit zacks.com keyword kla-tencor nasdaq klac klac computer technology,48248010 downgrade zacks investment researchratings:4,14 nasdaq klac receive news ratings kla-tencor daily enter email address receive concise daily summary latest news analysts ratings kla-tencor related companies marketbeat.com free daily email newsletter ."
53,they sell,name required mail published required bidaskclub lowered shares kla-tencor nasdaq klac sell rating strong sell rating report published tuesday morning .
54,they buy,citigroup dropped price objective kla-tencor 128.00 121.00 set buy rating company report tuesday september 25th .
55,they buy,zacks investment research downgraded kla-tencor buy rating hold rating report tuesday july 24th .
56,they sell,valuengine downgraded kla-tencor hold rating sell rating report wednesday september 12th .
57,they buy,finally stifel nicolaus upped price objective kla-tencor 143.00 152.00 gave stock buy rating report tuesday july 31st .
58,they sell,three analysts rated stock sell rating two assigned hold rating twelve issued buy rating company stock .
59,they buy,kla-tencor currently consensus rating buy average price target 136.14 .
60,they sell,"related news insider richard p. wallace sold 14,207 shares stock transaction monday august 6th ."
