,0,1,2,3,4
0,Revenue,2/3/2019,2/4/2018,1/29/2017,1/31/2016
1,Total Revenue,"9,656,800","8,914,800","8,203,100","8,020,300"
2,Cost of Revenue,"4,346,300","4,020,400","3,832,800","3,858,700"
3,Gross Profit,"5,310,500","4,894,400","4,370,300","4,161,600"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"4,389,400","4,159,200","3,596,800","3,315,600"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"8,735,700","8,179,600","7,429,600","7,174,300"
10,Operating Income or Loss,"921,100","735,200","773,500","846,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-145,500","-225,000","-99,300","-198,500"
13,Earnings Before Interest and Taxes,"921,100","735,200","773,500","846,000"
14,Interest Expense,"-120,800","-128,500","-120,900","-117,000"
15,Income Before Tax,"775,600","510,200","674,200","647,500"
16,Income Tax Expense,"31,000","-25,900","125,500","75,100"
17,Minority Interest,200,"2,000","2,000","2,000"
18,Net Income From Continuing Ops,"744,600","536,100","548,700","572,400"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"746,400","537,800","549,000","572,400"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"746,400","537,800","549,000","572,400"
