,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"2,821,000","2,585,000","2,290,000","2,032,000"
2,Cost of Revenue,-,-,-,-
3,Gross Profit,"2,821,000","2,585,000","2,290,000","2,032,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,406,000","1,344,000","1,306,000","1,291,000"
7,Non Recurring,-,-,-,-
8,Others,"221,000","241,000","241,000","248,000"
9,Total Operating Expenses,"1,627,000","1,585,000","1,547,000","1,539,000"
10,Operating Income or Loss,"1,194,000","1,000,000","743,000","493,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-51,000","-64,000","-38,000","-42,000"
13,Earnings Before Interest and Taxes,-,-,-,-
14,Interest Expense,-,-,-,-
15,Income Before Tax,"1,143,000","936,000","705,000","451,000"
16,Income Tax Expense,"259,000","344,000","236,000","142,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"884,000","592,000","469,000","309,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"884,000","592,000","469,000","309,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"845,000","546,000","407,000","245,000"
