,0,1,2,3,4
0,Revenue,12/30/2017,12/31/2016,1/2/2016,1/3/2015
1,Total Revenue,"4,000,300","3,711,800","3,593,100","3,492,600"
2,Cost of Revenue,"1,958,000","1,802,900","1,775,100","1,754,300"
3,Gross Profit,"2,042,300","1,908,900","1,818,000","1,738,300"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,114,700","1,054,000","1,053,700","1,047,900"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"3,072,700","2,856,900","2,828,800","2,802,200"
10,Operating Income or Loss,"927,600","854,900","764,300","690,400"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-104,500","-51,000","-52,500","-58,800"
13,Earnings Before Interest and Taxes,"927,600","854,900","764,300","690,400"
14,Interest Expense,"-52,100","-51,900","-51,400","-52,200"
15,Income Before Tax,"823,100","803,900","711,800","631,600"
16,Income Tax Expense,"250,900","244,300","221,200","199,500"
17,Minority Interest,"18,400","18,000","18,000","17,500"
18,Net Income From Continuing Ops,"572,200","559,600","490,600","432,100"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"557,700","546,400","478,700","421,900"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"557,700","546,400","478,700","421,900"
