,assoc,values
0,they sell,"t-mobile us inc nasdaq tmus evp david r. carey sold 2,000 shares firm stock transaction occurred monday october 1st ."
1,they sell,"stock sold average price 70.57 total transaction 141,140.00 ."
2,they sell,sell-side analysts forecast t-mobile us inc post 3.21 eps current year .
3,they buy,barclays downgraded shares t-mobile us buy rating research report tuesday september 4th .
4,they buy,bidaskclub upgraded shares t-mobile us hold rating buy rating research report friday september 28th .
5,they buy,keycorp set 76.00 price target shares t-mobile us gave stock buy rating research report thursday september 13th .
6,they buy,finally zacks investment research downgraded shares t-mobile us buy rating hold rating research report thursday october 11th .
7,they sell,one analyst rated stock sell rating four issued hold rating thirteen given buy rating four given strong buy rating stock .
8,they buy,stock consensus rating buy average price target 71.85 .
9,they buy,seacrest wealth management llc increased position t-mobile us 92.3 second quarter .
10,they sell,"related news cfo j braxton carter ii sold 15,000 shares company stock transaction thursday september 20th ."
11,they sell,"stock sold average price 68.93 total transaction 1,033,950.00 ."
12,they sell,"also insider thomas christopher keys sold 65,000 shares company stock transaction tuesday august 7th ."
13,they sell,"stock sold average price 65.63 total value 4,265,950.00 ."
14,they sell,"insiders sold 102,622 shares company stock worth 6,814,861 last ninety days ."
15,they buy,guggenheim boosted target price t-mobile us 80.00 85.00 gave company buy rating report thursday september 27th .
16,they buy,zacks investment research raised t-mobile us hold rating buy rating set 77.00 target price stock report monday october 8th .
17,they buy,barclays lowered t-mobile us buy rating report tuesday september 4th .
18,they buy,keycorp set 76.00 target price t-mobile us gave company buy rating report thursday september 13th .
19,they buy,finally bidaskclub lowered t-mobile us buy rating hold rating report friday october 5th .
20,they sell,one investment analyst rated stock sell rating four assigned hold rating thirteen assigned buy rating four assigned strong buy rating company .
21,they buy,t-mobile us presently average rating buy consensus target price 71.85 .
22,they buy,seacrest wealth management llc increased position t-mobile us 92.3 second quarter .
23,they sell,"related news evp david a. miller sold 5,000 shares company stock transaction monday august 6th ."
24,they sell,"stock sold average price 65.00 total transaction 325,000.00 ."
25,they sell,"also insider thomas christopher keys sold 65,000 shares company stock transaction tuesday august 7th ."
26,they sell,"stock sold average price 65.63 total value 4,265,950.00 ."
27,they sell,"insiders sold total 102,622 shares company stock valued 6,814,861 last 90 days ."
28,they buy,barclays cut t-mobile us buy rating report tuesday september 4th .
29,they buy,bidaskclub upgraded t-mobile us hold rating buy rating report friday september 28th .
30,they buy,keycorp set 76.00 price objective t-mobile us gave company buy rating report thursday september 13th .
31,they buy,finally zacks investment research cut t-mobile us buy rating hold rating report thursday october 11th .
32,they sell,one analyst rated stock sell rating four issued hold rating thirteen issued buy rating four assigned strong buy rating company .
33,they buy,company currently consensus rating buy consensus target price 71.85 .
34,they sell,"58,822 shares abbvie inc abbv purchased 6 meridian american financial network advisory services llc purchases 12,175 shares general motors gm t-mobile us inc nasdaq tmus evp david r. carey sold 2,000 shares business stock transaction monday october 1st ."
35,they sell,"shares sold average price 70.57 total transaction 141,140.00 ."
36,they sell,bidaskclub lowered shares t-mobile us hold rating sell rating research note tuesday july 24th .
37,they buy,zacks investment research downgraded shares t-mobile us buy rating hold rating report thursday october 11th .
38,they buy,guggenheim boosted price target shares t-mobile us 80.00 85.00 gave stock buy rating report thursday september 27th .
