,assoc,values
0,they buy,assenagon asset management s.a. increased position quanta services inc nyse pwr 5.1 3rd quarter according recent disclosure securities exchange commission sec .
1,they buy,alpine woods capital investors llc increased position quanta services 15.0 2nd quarter .
2,they buy,peddock capital advisors llc increased position quanta services 7.8 2nd quarter .
3,they buy,ramsey quantitative systems increased position quanta services 20.2 2nd quarter .
4,they buy,greenwood capital associates llc increased position quanta services 21.5 2nd quarter .
5,they buy,finally alpha windward llc increased position quanta services 12.9 3rd quarter .
6,they buy,zacks investment research raised shares quanta services hold rating buy rating set 36.00 target price company research report tuesday october 23rd .
7,they buy,cfra reissued buy rating set 40.00 target price shares quanta services research report thursday september 6th .
8,they sell,valuengine downgraded shares quanta services hold rating sell rating research report wednesday august 8th .
9,they buy,finally b. riley increased target price shares quanta services 52.00 53.00 gave company buy rating research report monday august 6th .
10,they sell,one equities research analyst rated stock sell rating one assigned hold rating ten assigned buy rating company .
11,they buy,stock presently consensus rating buy consensus price target 45.40 .
12,they sell,average sell-side analysts expect quanta services inc post 2.53 earnings per share current fiscal year .
13,they buy,buyback authorization authorizes construction company buy 9.7 shares open market purchases .
14,they buy,electric power infrastructure services segment provides network solutions including design installation upgrade repair maintenance electric power transmission distribution infrastructure substation facilities well engineering technical services .
15,they sell,alpine immune sciences nasdaq alpn downgraded zacks investment research sell asset dedication llc cuts stake unitedhealth group inc unh analysts expect quanta services inc nyse pwr announce earnings per share 1.02 current fiscal quarter zacks reports .
16,they buy,electric power infrastructure services segment provides network solutions including design installation upgrade repair maintenance electric power transmission distribution infrastructure substation facilities well engineering technical services .
17,they buy,robert half international sees unusually high options volume nyse rhi petmed express inc pets issue 0.27 quarterly dividend quanta services inc nyse pwr received consensus rating buy twelve research firms currently covering company marketbeat ratings reports .
18,they sell,one analyst rated stock sell recommendation one issued hold recommendation ten given buy recommendation company .
19,they buy,cfra reissued buy rating issued 40.00 price objective shares quanta services report thursday september 6th .
20,they sell,zacks investment research raised quanta services sell rating hold rating report monday september 17th .
21,they sell,valuengine cut quanta services hold rating sell rating report wednesday august 8th .
22,they buy,finally b. riley upped price target quanta services 52.00 53.00 gave stock buy rating report monday august 6th .
23,they buy,electric power infrastructure services segment provides network solutions including design installation upgrade repair maintenance electric power transmission distribution infrastructure substation facilities well engineering technical services .
24,they buy,"manatuck hill partners llc bought new stake shares quanta services 2nd quarter valued 501,000 ."
25,they sell,zacks investment research upgraded quanta services sell rating hold rating research report wednesday august 22nd .
26,they buy,cfra restated buy rating set 40.00 target price shares quanta services research report thursday september 6th .
27,they sell,valuengine lowered quanta services hold rating sell rating research report wednesday august 8th .
28,they buy,finally b. riley upped target price quanta services 52.00 53.00 gave company buy rating research report monday august 6th .
29,they sell,one analyst rated stock sell rating one issued hold rating ten given buy rating company .
30,they buy,quanta services presently consensus rating buy average price target 45.40 .
31,they buy,electric power infrastructure services segment provides network solutions including design installation upgrade repair maintenance electric power transmission distribution infrastructure substation facilities well engineering technical services .
32,they buy,gillespie robinson grimm inc. 36.42 million position apple inc. nasdaq aapl vanguard ftse developed markets etf vea shares bought nicolet bankshares inc .
