,0,1,2,3,4
0,Revenue,3/31/2018,3/31/2017,3/31/2016,3/31/2015
1,Total Revenue,"667,340,939","619,793,200","517,164,531","533,566,304"
2,Cost of Revenue,-,-,-,-
3,Gross Profit,"667,340,939","619,793,200","517,164,531","533,566,304"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"167,183,583","150,379,952","130,621,511","120,641,905"
7,Non Recurring,-,-,-,-
8,Others,"390,241,581","331,138,850","277,131,795","229,490,782"
9,Total Operating Expenses,"557,556,292","481,699,705","407,895,615","350,227,119"
10,Operating Income or Loss,"109,784,647","138,093,495","109,268,916","183,339,185"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,-,-,-,-
13,Earnings Before Interest and Taxes,-,-,-,-
14,Interest Expense,-,-,-,-
15,Income Before Tax,"109,784,647","138,093,495","109,268,916","183,339,185"
16,Income Tax Expense,"18,789,200","24,690,200",-,"53,916,200"
17,Minority Interest,"60,081,860","48,653,128","33,556,448","25,058,148"
18,Net Income From Continuing Ops,"90,995,447","113,403,295","109,268,916","129,422,985"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"77,121,865","101,883,845","101,799,585","122,468,652"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"77,121,865","101,883,845","101,799,585","122,468,652"
