,assoc,values
0,they buy,bartlett co increased stake laboratory corp amer hldgs lh 2.61 based latest 2018q4 regulatory filing sec .
1,they buy,"bartlett co bought 4,318 shares company stock declined 10.95 stock markets rallied ."
2,they sell,"oper margin 30/04/2018 labcorp sell covance food solutions eurofins 670 million 25/04/2018 labcorp 2018 adjusted eps guidance includes projected negative impact asc 606 0.20 0.30 per share full year 2018 bartlett co manages 3.31b 2.35 billion us long portfolio decreased stake us bancorp nyse usb 9,435 shares 1.32 million shares valued 60.25 million 2018q4 according filing ."
3,they sell,"belingard jean-luc sold 3,700 shares worth 540,407 ."
4,they sell,"another trade 3,700 shares valued 604,162 sold anderson kerrii b ."
5,they sell,turned negative 79 investors sold lh shares 238 reduced holdings .
6,they buy,motco invested 0 laboratory corporation america holdings nyse lh .
7,they buy,carderock cap mngmt invested 1.69 laboratory corporation america holdings nyse lh .
8,they buy,daiwa sb investments limited invested 0.21 laboratory corporation america holdings nyse lh .
9,they buy,"also increased holding ishares eem 47,704 shares quarter total 98,866 shares risen stake natl beverage corp nasdaq fizz ."
10,they sell,number institutional investors also bought sold shares lh .
11,they buy,vanguard group inc increased position shares laboratory corp. america 0.8 third quarter .
12,they buy,blackrock inc. increased position shares laboratory corp. america 6.9 fourth quarter .
13,they buy,nordea investment management ab increased position shares laboratory corp. america 7.3 fourth quarter .
14,they buy,jpmorgan chase co. increased position shares laboratory corp. america 14.9 third quarter .
15,they buy,finally dimensional fund advisors lp increased position shares laboratory corp. america 2.4 fourth quarter .
16,they sell,"related news director r sanders williams sold 1,038 shares business stock transaction dated wednesday february 13th ."
17,they sell,"stock sold average price 147.00 total value 152,586.00 ."
18,they sell,valuengine cut laboratory corp. america hold rating sell rating research report thursday april 18th .
19,they buy,set buy rating 169.00 target price stock .
20,they buy,jefferies financial group upgraded laboratory corp. america hold rating buy rating lifted target price stock 154.00 190.00 research report tuesday april 2nd .
21,they sell,two investment analysts rated stock sell rating eight assigned hold rating ten given buy rating company stock .
22,they sell,bnp paribas arbitrage sa acquires new stake ishares transportation average etf iyt laboratory corp. america nyse lh upgraded equities researchers valuengine sell rating hold rating report issued wednesday valuengine reports .
23,they sell,zacks investment research downgraded laboratory corp. america hold rating sell rating research note tuesday january 8th .
24,they buy,barclays lifted price target laboratory corp. america 165.00 173.00 gave stock overweight rating research note monday march 18th .
25,they buy,jefferies financial group raised laboratory corp. america hold rating buy rating lifted price target stock 154.00 190.00 research note tuesday april 2nd .
26,they buy,finally morgan stanley set 175.00 price target laboratory corp. america gave stock buy rating research note friday february 22nd .
27,they sell,two equities research analysts rated stock sell rating eight issued hold rating ten given buy rating company .
28,they sell,"related news director r sanders williams sold 1,038 shares business stock transaction dated wednesday february 13th ."
29,they sell,"shares sold average price 147.00 total value 152,586.00 ."
30,they sell,several hedge funds institutional investors recently bought sold shares lh .
31,they buy,jpmorgan chase co. increased stake shares laboratory corp. america 14.9 3rd quarter .
32,they buy,"keyword laboratory corp. america nyse lh lh medical,50540r40 upgrade valuengineratings:3,18 nyse lh receive news ratings laboratory corp. america daily enter email address receive concise daily summary latest news analysts ratings laboratory corp. america related companies marketbeat.com free daily email newsletter ."
33,they sell,"united asset strategies inc sold 6,130 shares company stock declined 10.95 stock markets rallied ."
34,they buy,stock increased 0.49 0.76 last trading session reaching 154.72 .
35,they sell,"pacad investment ltd sold 169,000 shares company stock declined 23.31 stock markets rallied ."
36,they buy,stock increased 0.93 0.14 last trading session reaching 15.14 .
37,they buy,"also increased holding us bancorp del nyse usb 16,313 shares quarter total 47,054 shares risen stake lululemon athletica inc nasdaq lulu ."
38,they buy,barclays increased target price shares laboratory corp. america 165.00 173.00 gave company overweight rating research report monday march 18th .
39,they buy,jefferies financial group raised shares laboratory corp. america hold rating buy rating increased target price company 154.00 190.00 research report tuesday april 2nd .
40,they sell,valuengine raised shares laboratory corp. america sell rating hold rating research report wednesday .
41,they buy,finally morgan stanley set 175.00 target price shares laboratory corp. america gave company buy rating research report friday february 22nd .
42,they sell,two investment analysts rated stock sell rating eight given hold rating ten issued buy rating company .
43,they sell,"laboratory corp. america news director r sanders williams sold 1,038 shares firm stock transaction wednesday february 13th ."
44,they sell,"shares sold average price 147.00 total value 152,586.00 ."
45,they sell,"greenleaf trust sold 2,960 shares company stock declined 10.95 stock markets rallied ."
46,they buy,stock increased 1.76 2.67 last trading session reaching 153.96 .
