,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"2,714,474","2,489,035","2,347,988","2,197,448"
2,Cost of Revenue,"953,485","875,837","809,106","725,620"
3,Gross Profit,"1,760,989","1,613,198","1,538,882","1,471,828"
4,Operating Expenses,,,,
5,Research Development,"246,165","222,434","167,628","148,591"
6,Selling General and Administrative,"1,048,822","985,314","875,773","827,497"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"2,281,783","2,114,489","1,879,149","1,728,775"
10,Operating Income or Loss,"432,691","374,546","468,839","468,673"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-89,602","-60,354","-2,477","-12,049"
13,Earnings Before Interest and Taxes,"432,691","374,546","468,839","468,673"
14,Interest Expense,"-43,202","-18,839","-18,638","-18,525"
15,Income Before Tax,"343,089","314,192","466,362","456,624"
16,Income Tax Expense,"44,716","91,426","145,635","135,218"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"298,373","222,766","320,727","321,406"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"298,373","222,766","320,727","321,406"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"298,373","222,766","320,727","321,406"
