,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"7,739,000","7,071,000","6,986,000","6,795,000"
2,Cost of Revenue,-,-,-,-
3,Gross Profit,"7,739,000","7,071,000","6,986,000","6,795,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"3,187,000","2,804,000","2,597,000","2,417,000"
7,Non Recurring,-,-,-,-
8,Others,"669,000","630,000","616,000","628,000"
9,Total Operating Expenses,"3,856,000","3,434,000","3,213,000","3,045,000"
10,Operating Income or Loss,"3,883,000","3,637,000","3,773,000","3,750,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-239,000","-313,000","-203,000","-219,000"
13,Earnings Before Interest and Taxes,-,-,-,-
14,Interest Expense,-,-,-,-
15,Income Before Tax,"3,644,000","3,324,000","3,570,000","3,531,000"
16,Income Tax Expense,"854,000","1,389,000","1,319,000","1,317,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"2,790,000","1,935,000","2,251,000","2,214,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"2,790,000","1,935,000","2,251,000","2,214,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"2,790,000","1,935,000","2,251,000","2,214,000"
