,assoc,values
0,they sell,several hedge funds institutional investors also recently bought sold shares dis .
1,they buy,"phocas financial corp. increased holdings walt disney 989,639.9 second quarter ."
2,they buy,dimensional fund advisors lp increased holdings walt disney 22.2 second quarter .
3,they buy,ruffer llp increased holdings walt disney 39.1 second quarter .
4,they buy,"cornerstone wealth management llc increased holdings walt disney 10,630.8 second quarter ."
5,they buy,finally schroder investment management group increased holdings walt disney 73.7 first quarter .
6,they sell,zacks investment research upgraded walt disney sell rating hold rating report monday september 10th .
7,they buy,morgan stanley increased price objective walt disney 130.00 135.00 gave stock overweight rating report monday october 15th .
8,they sell,pivotal research restated sell rating issued 95.00 price objective shares walt disney report sunday september 23rd .
9,they buy,barclays upgraded walt disney equal weight rating overweight rating increased price objective stock 104.00 130.00 report friday october 19th .
10,they buy,finally b. riley dropped price objective walt disney 123.00 121.00 set buy rating stock report wednesday august 8th .
11,they sell,one equities research analyst rated stock sell rating seven given hold rating fifteen given buy rating company .
12,they buy,stock presently consensus rating buy consensus price target 120.90 .
13,they sell,average sell-side analysts anticipate walt disney co post 6.92 earnings per share current fiscal year .
14,they sell,"walt disney news evp mary jayne parker sold 130,074 shares stock transaction occurred monday august 6th ."
15,they sell,"stock sold average price 114.99 total transaction 14,957,209.26 ."
16,they sell,also evp brent woodford sold 952 shares firm stock transaction tuesday september 4th .
17,they sell,"stock sold average price 111.87 total transaction 106,500.24 ."
18,they sell,"last quarter insiders sold 598,858 shares company stock worth 68,953,653 ."
19,they sell,zacks investment research upgraded shares walt disney sell rating hold rating research report monday october 1st .
20,they sell,pivotal research reiterated sell rating issued 95.00 target price shares walt disney research report sunday september 23rd .
21,they buy,valuengine upgraded shares walt disney hold rating buy rating research report friday october 19th .
22,they buy,finally b. riley decreased target price shares walt disney 123.00 121.00 set buy rating stock research report wednesday august 8th .
23,they sell,one research analyst rated stock sell rating seven assigned hold rating fifteen given buy rating company .
24,they buy,walt disney average rating buy consensus target price 120.90 .
25,they sell,"news evp mary jayne parker sold 130,074 shares company stock transaction occurred monday august 6th ."
26,they sell,"shares sold average price 114.99 total value 14,957,209.26 ."
27,they sell,also evp brent woodford sold 843 shares company stock transaction occurred wednesday august 1st .
28,they sell,"stock sold average price 113.56 total transaction 95,731.08 ."
29,they sell,"insiders sold 599,701 shares company stock worth 69,049,384 last quarter ."
30,they sell,large investors also recently bought sold shares company .
31,they sell,"news evp mary jayne parker sold 29,192 shares company stock transaction occurred wednesday october 3rd ."
32,they sell,"shares sold average price 117.99 total value 3,444,364.08 ."
33,they sell,"also chairman robert a. iger sold 437,679 shares company stock transaction occurred monday august 6th ."
34,they sell,"stock sold average price 115.00 total transaction 50,333,085.00 ."
35,they sell,"insiders sold total 598,858 shares company stock worth 68,953,653 last quarter ."
36,they sell,large investors also recently bought sold shares company .
37,they buy,finally renaissance technologies llc increased position shares walt disney 112.1 second quarter .
38,they sell,zacks investment research raised shares walt disney sell rating hold rating report monday october 1st .
39,they sell,pivotal research restated sell rating issued 95.00 target price shares walt disney research note sunday september 23rd .
