,0,1
0,Market Cap (intraday) 5,9.42B
1,Enterprise Value 3,10.89B
2,Trailing P/E ,14.01
3,Forward P/E 1,12.09
4,PEG Ratio (5 yr expected) 1,1.70
5,Price/Sales (ttm),2.19
6,Price/Book (mrq),1.74
7,Enterprise Value/Revenue 3,2.53
8,Enterprise Value/EBITDA 6,11.26
,0,1
0,Fiscal Year Ends ,"Dec 31, 2018"
1,Most Recent Quarter (mrq),"Dec 31, 2018"
,0,1
0,Profit Margin ,16.30%
1,Operating Margin (ttm),22.16%
,0,1
0,Return on Assets (ttm),2.56%
1,Return on Equity (ttm),12.05%
,0,1
0,Revenue (ttm),4.3B
1,Revenue Per Share (ttm),38.13
2,Quarterly Revenue Growth (yoy),0.70%
3,Gross Profit (ttm),1.23B
4,EBITDA ,966.75M
5,Net Income Avi to Common (ttm),701.51M
6,Diluted EPS (ttm),6.09
7,Quarterly Earnings Growth (yoy),-84.00%
,0,1
0,Total Cash (mrq),184.31M
1,Total Cash Per Share (mrq),1.67
2,Total Debt (mrq),1.67B
3,Total Debt/Equity (mrq),30.75
4,Current Ratio (mrq),1.18
5,Book Value Per Share (mrq),48.92
,0,1
0,Operating Cash Flow (ttm),1.28B
1,Levered Free Cash Flow (ttm),1.11B
,0,1
0,Beta (3Y Monthly) ,1.10
1,52-Week Change 3,2.61%
2,S&P500 52-Week Change 3,10.70%
3,52 Week High 3,89.62
4,52 Week Low 3,69.68
5,50-Day Moving Average 3,82.63
6,200-Day Moving Average 3,82.78
,0,1
0,Avg Vol (3 month) 3,508.03k
1,Avg Vol (10 day) 3,552.98k
2,Shares Outstanding 5,110.31M
3,Float ,101.47M
4,% Held by Insiders 1,1.84%
5,% Held by Institutions 1,78.74%
6,"Shares Short (Mar 15, 2019) 4",3.99M
7,"Short Ratio (Mar 15, 2019) 4",7.98
8,"Short % of Float (Mar 15, 2019) 4",4.18%
9,"Short % of Shares Outstanding (Mar 15, 2019) 4",3.61%
10,"Shares Short (prior month Feb 15, 2019) 4",3.9M
,0,1
0,Forward Annual Dividend Rate 4,0.69
1,Forward Annual Dividend Yield 4,0.82%
2,Trailing Annual Dividend Rate 3,0.64
3,Trailing Annual Dividend Yield 3,0.75%
4,5 Year Average Dividend Yield 4,0.83
5,Payout Ratio 4,10.51%
6,Dividend Date 3,"May 1, 2019"
7,Ex-Dividend Date 4,"Apr 4, 2019"
8,Last Split Factor (new per old) 2,2/3
9,Last Split Date 3,"Jul 2, 2014"
