,0,1,2,3,4
0,Revenue,9/30/2018,10/1/2017,10/2/2016,9/27/2015
1,Total Revenue,"24,719,500","22,386,800","21,315,900","19,162,700"
2,Cost of Revenue,"17,353,100","15,531,500","14,575,400","13,198,600"
3,Gross Profit,"7,366,400","6,855,300","6,740,500","5,964,100"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,759,000","1,393,300","1,360,600","1,196,700"
7,Non Recurring,-,-,-,-
8,Others,"539,300","553,800","545,400","522,400"
9,Total Operating Expenses,"20,898,400","18,490,000","17,462,200","15,811,600"
10,Operating Income or Loss,"3,821,100","3,896,800","3,853,700","3,351,100"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"1,958,900","420,700","344,900","551,900"
13,Earnings Before Interest and Taxes,"3,821,100","3,896,800","3,853,700","3,351,100"
14,Interest Expense,"-170,300","-92,500","-81,300","-70,500"
15,Income Before Tax,"5,780,000","4,317,500","4,198,600","3,903,000"
16,Income Tax Expense,"1,262,000","1,432,600","1,379,700","1,143,700"
17,Minority Interest,"6,300","6,900","6,700","1,800"
18,Net Income From Continuing Ops,"4,518,000","2,884,900","2,818,900","2,759,300"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"4,518,300","2,884,700","2,817,700","2,757,400"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"4,518,300","2,884,700","2,817,700","2,757,400"
