,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"1,395,044","1,329,699","1,216,268","998,931"
2,Cost of Revenue,"407,111","390,768","365,922","314,424"
3,Gross Profit,"987,933","938,931","850,346","684,507"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"41,385","40,751","40,090","40,878"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"917,377","873,201","859,435","715,894"
10,Operating Income or Loss,"477,667","456,498","356,833","283,037"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-19,624","-18,088","-108,594","-148,599"
13,Earnings Before Interest and Taxes,"477,667","456,498","356,833","283,037"
14,Interest Expense,"-222,894","-219,654","-204,827","-164,551"
15,Income Before Tax,"458,043","438,410","248,239","134,438"
16,Income Tax Expense,-,-,-,-
17,Minority Interest,"158,625","144,743","144,742","136,652"
18,Net Income From Continuing Ops,"458,043","438,410","248,239","134,438"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"433,059","414,979","232,120","122,150"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"433,059","411,124","226,865","116,859"
