,assoc,values
0,they buy,resolution capital ltd increased stake equity residential eqr 22.65 based latest 2018q4 regulatory filing sec .
1,they buy,"resolution capital ltd bought 801,666 shares company stock rose 5.35 market ."
2,they buy,stock increased 0.30 0.23 last trading session reaching 76.2 .
3,they sell,turned negative 28 investors sold ugi shares 109 reduced holdings .
4,they buy,"loring wolcott coolidge fiduciary advisors llp invested 0.01 14,000 shares ."
5,they buy,moreover panagora asset 0.01 invested ugi corporation nyse ugi .
6,they buy,"verition fund ltd liability invested 6,758 shares 0.03 stock ."
7,they buy,parkside financial bank trust invested 0.01 ugi corporation nyse ugi .
8,they buy,"hartford investment mngmt communication invested 0.01 5,017 shares ."
9,they buy,cibc world invested 0 ugi corporation nyse ugi .
10,they sell,"315 shares sold sorenson christa l worth 22,747 tuesday february 5 ."
11,they sell,"930,210 worth stock sold george alan w friday december 7. tuesday february 5 altshuler barry sold 99,725 worth equity residential nyse eqr 1,381 shares ."
12,they sell,"shares 840,595 sold santee david s. manelis michael l also sold 49,393 worth equity residential nyse eqr tuesday february 5. shares 2.52m sold parrell mark j.. investors sentiment increased 1.07 q4 2018."
13,they sell,increased 33 investors sold eqr shares 144 reduced holdings .
14,they buy,cornerstone advsrs 0.01 invested equity residential nyse eqr .
15,they buy,scotia cap invested 0.01 portfolio equity residential nyse eqr .
16,they buy,new york-based citigroup invested 0.04 equity residential nyse eqr .
17,they buy,"arizona state retirement systems invested 0.11 126,762 shares ."
18,they buy,"kentucky retirement system invested 16,027 shares 0.12 stock ."
19,they buy,mizuho cut shares equity residential buy rating neutral rating set 71.00 price objective stock .
20,they buy,argus lifted price objective shares equity residential 80.00 gave company buy rating research note thursday february 14th .
21,they sell,two research analysts rated stock sell rating ten given hold rating five issued buy rating company .
22,they sell,"related news insider alan w. george sold 23,993 shares equity residential stock transaction dated thursday march 21st ."
23,they sell,"stock sold average price 74.76 total transaction 1,793,716.68 ."
24,they sell,"also vice chairman gerald a. spector sold 12,938 shares equity residential stock transaction dated friday march 22nd ."
25,they sell,"stock sold average price 75.00 total value 970,350.00 ."
26,they sell,"last ninety days insiders sold 267,803 shares company stock worth 19,724,549 ."
27,they buy,q1 2019 eps estimates lear co. decreased jefferies financial group lea amica pension fund board trustees increased stake equity residential eqr 364.76 based latest 2018q4 regulatory filing sec .
28,they buy,"amica pension fund board trustees bought 19,489 shares company stock rose 5.35 market ."
