,0,1,2,3,4
0,Revenue,12/31/2017,1/1/2017,1/3/2016,12/28/2014
1,Total Revenue,"76,450,000","71,890,000","70,074,000","74,331,000"
2,Cost of Revenue,"24,766,000","21,640,000","21,455,000","22,746,000"
3,Gross Profit,"51,684,000","50,250,000","48,619,000","51,585,000"
4,Operating Expenses,,,,
5,Research Development,"10,554,000","9,095,000","9,046,000","8,494,000"
6,Selling General and Administrative,"21,420,000","19,945,000","21,203,000","21,954,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"56,740,000","50,680,000","51,704,000","53,194,000"
10,Operating Income or Loss,"19,710,000","21,210,000","18,370,000","21,137,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-2,037,000","-1,407,000","826,000","-574,000"
13,Earnings Before Interest and Taxes,"19,710,000","21,210,000","18,370,000","21,137,000"
14,Interest Expense,"-934,000","-726,000","-552,000","-533,000"
15,Income Before Tax,"17,673,000","19,803,000","19,196,000","20,563,000"
16,Income Tax Expense,"16,373,000","3,263,000","3,787,000","4,240,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"1,300,000","16,540,000","15,409,000","16,323,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,300,000","16,540,000","15,409,000","16,323,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,300,000","16,540,000","15,409,000","16,323,000"
