,0,1,2,3,4
0,Revenue,9/30/2018,9/30/2017,9/30/2016,9/30/2015
1,Total Revenue,"2,161,407","2,090,041","1,995,034","1,919,823"
2,Cost of Revenue,"361,481","353,485","337,205","332,261"
3,Gross Profit,"1,799,926","1,736,556","1,657,829","1,587,562"
4,Operating Expenses,,,,
5,Research Development,"366,084","350,365","334,227","296,583"
6,Selling General and Administrative,"824,517","809,126","767,174","738,080"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"1,552,082","1,512,976","1,438,606","1,366,924"
10,Operating Income or Loss,"609,325","577,065","556,428","552,899"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-5,565","-1,548","-6,537","8,445"
13,Earnings Before Interest and Taxes,"609,325","577,065","556,428","552,899"
14,Interest Expense,-,-,-,-
15,Income Before Tax,"603,760","575,517","549,891","561,344"
16,Income Tax Expense,"150,071","154,756","184,036","196,330"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"453,689","420,761","365,855","365,014"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"453,689","420,761","365,855","365,014"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"453,689","420,761","365,855","365,014"
