,assoc,values
0,they buy,actinver wealth management inc. bought new position shares crown castle in/sh sh nyse cci fourth quarter according company recent disclosure securities exchange commission sec .
1,they buy,"fund bought 3,107 shares real estate investment trust stock valued approximately 311,000 ."
2,they buy,morgan stanley lifted target price crown castle in/sh sh 120.00 129.00 gave company overweight rating research report monday march 11th .
3,they sell,zacks investment research downgraded shares crown castle in/sh sh hold rating sell rating research note monday december 31st .
4,they buy,bank america lifted target price crown castle in/sh sh 119.00 133.00 gave company buy rating report tuesday march 19th .
5,they buy,eight analysts rated stock hold rating seven issued buy rating stock .
6,they sell,group sell-side analysts predict crown castle in/sh sh post 5.6 eps current year .
7,they sell,"related news svp michael joseph kavanagh sold 2,500 shares firm stock transaction dated monday february 25th ."
8,they sell,"shares sold average price 120.06 total value 300,150.00 ."
9,they buy,also director edward c. hutcheson jr. bought 350 shares company stock transaction friday february 8th .
10,they buy,notable recent crown castle international corp. nyse reit news published bizjournals.com released cousins ceo colin connolly tier reit deal reflects us jobs moving sunbelt atlanta business chronicle atlanta business chronicle march 25 2019 also globenewswire.com article research report identifies diamondrock hospitality essex property trust tenet healthcare armour residential reit mack-cali realty aratana therapeutics renewed outlook fundamental analysis calculating forward movement globenewswire published april 01 2019 seekingalpha.com published ltc properties strong buy seeking alpha march 16 2019. interesting news crown castle international corp. nyse reit released seekingalpha.com article cubesmart 4.0 storage reit buy seeking alpha published march 28 2019 well fool.com news article titled casino reit thinks best class motley fool publication date march 14 2019 .
11,they sell,0.01 rally crown castle international corp. reit nyse cci might tempting investor buy point fact would prove good idea sell-side analysts think almost 5.94 gain yet come shareholders .
12,they buy,current time stock 9 buy 9 hold ratings .
13,they sell,average consensus rating company 2.3 scale 5 equates unanimous sell rating .
14,they sell,short mean analyst recommendations calling stock sell .
