,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"84,809,000","70,549,000","66,382,000","49,052,318"
2,Cost of Revenue,"36,881,000","30,561,000","22,814,000","15,287,687"
3,Gross Profit,"47,928,000","39,988,000","43,568,000","33,764,631"
4,Operating Expenses,,,,
5,Research Development,"12,928,000","10,151,000","10,176,000","6,980,962"
6,Selling General and Administrative,"13,128,000","15,071,000","17,076,000","10,382,142"
7,Non Recurring,-,-,-,-
8,Others,"6,181,000","4,717,000","4,644,000","3,597,763"
9,Total Operating Expenses,"69,118,000","60,500,000","54,710,000","36,248,554"
10,Operating Income or Loss,"15,691,000","10,049,000","11,672,000","12,803,764"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"5,592,000","4,460,000","26,235,000","1,680,642"
13,Earnings Before Interest and Taxes,"15,691,000","10,049,000","11,672,000","12,803,764"
14,Interest Expense,"-1,615,000","-1,158,000","-1,041,000","-628,571"
15,Income Before Tax,"21,283,000","14,509,000","37,907,000","14,484,406"
16,Income Tax Expense,"2,995,000","2,913,000","5,475,000","2,231,172"
17,Minority Interest,"15,026,000","5,469,000","3,960,053","2,979,959"
18,Net Income From Continuing Ops,"18,288,000","11,596,000","32,432,000","12,253,234"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"18,301,000","11,632,000","33,664,000","13,196,932"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"18,318,000","11,075,000","33,335,000","13,144,249"
