,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"10,770,000","10,221,000","9,183,000","8,979,000"
2,Cost of Revenue,-,-,-,-
3,Gross Profit,"10,770,000","10,221,000","9,183,000","8,979,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"5,430,000","5,262,000","4,634,000","4,290,000"
7,Non Recurring,-,-,-,-
8,Others,"1,212,000","994,000","1,089,000","1,197,000"
9,Total Operating Expenses,"6,642,000","6,256,000","5,723,000","5,487,000"
10,Operating Income or Loss,"4,128,000","3,965,000","3,460,000","3,492,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-802,000","-465,000","-543,000","-365,000"
13,Earnings Before Interest and Taxes,-,-,-,-
14,Interest Expense,-,-,-,-
15,Income Before Tax,"3,326,000","3,500,000","2,917,000","3,127,000"
16,Income Tax Expense,"911,000","1,058,000","794,000","921,000"
17,Minority Interest,"47,000","45,000","34,000","88,000"
18,Net Income From Continuing Ops,"2,415,000","2,442,000","2,123,000","2,206,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"2,394,000","2,426,000","2,084,000","2,131,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"2,220,000","2,259,000","1,936,000","1,983,000"
