,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,-,"3,362,200","3,144,900","2,663,600"
2,Cost of Revenue,-,"1,210,700","1,113,400","887,400"
3,Gross Profit,-,"2,151,500","2,031,500","1,776,200"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,-,"1,039,100","912,400","863,600"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,-,"2,537,600","2,291,000","1,949,000"
10,Operating Income or Loss,-,"824,600","853,900","714,600"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-91,700","-78,000","-125,700","-78,000"
13,Earnings Before Interest and Taxes,-,"824,600","853,900","714,600"
14,Interest Expense,-,"-92,800","-92,100","-63,800"
15,Income Before Tax,-,"746,600","728,200","636,600"
16,Income Tax Expense,-,"148,600","233,100","201,800"
17,Minority Interest,-,"64,600","58,600","39,500"
18,Net Income From Continuing Ops,-,"598,000","495,100","434,800"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,-,"587,300","488,800","429,100"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,-,"587,300","488,800","429,100"
