,assoc,values
0,they buy,recent weeks intercontinental exchange inc. nyse ice target much attention deep analysis various wall street experts.additionally research note made public january 25th 2018 analysts berenberg initiated common shares ice stock buy combined 12-month price target 90 .
1,they buy,average analysts currently moderate buy recommendation mean rating 3.92. comparison average recommendation month ago moderate buy average rating 4.00. similarly average rating observed 2 months ago moderate buy mean numerical rating 4.08 average rating observed 3 months ago moderate buy mean numerical rating 3.88 .
2,they sell,hedge funds also recently bought sold shares company .
3,they buy,jpmorgan chase co. restated overweight rating issued 91.00 price target shares intercontinental exchange research note friday october 12th .
4,they sell,zacks investment research upgraded intercontinental exchange sell rating buy rating set 83.00 price target stock research note wednesday july 4th .
5,they buy,berenberg bank set 92.00 price target intercontinental exchange gave stock buy rating research note thursday september 20th .
6,they buy,valuengine upgraded intercontinental exchange hold rating buy rating research note friday september 7th .
7,they buy,issued buy rating 88.00 price target stock .
8,they buy,three analysts rated stock hold rating twelve issued buy rating company stock .
9,they buy,company consensus rating buy average target price 83.29 .
10,they sell,"intercontinental exchange news cfo scott a. hill sold 70,659 shares firm stock transaction thursday september 6th ."
11,they sell,"shares sold average price 76.56 total value 5,409,653.04 ."
12,they sell,"also vice chairman charles a. vice sold 35,000 shares firm stock transaction monday august 6th ."
13,they sell,"stock sold average price 72.59 total transaction 2,540,650.00 ."
14,they sell,"last quarter insiders sold 288,819 shares company stock worth 21,703,215 ."
15,they buy,jpmorgan chase co. reiterated overweight rating issued 91.00 price target shares intercontinental exchange research note friday october 12th .
16,they sell,zacks investment research upgraded shares intercontinental exchange sell rating buy rating set 83.00 target price stock research report wednesday july 4th .
17,they buy,berenberg bank set 92.00 target price shares intercontinental exchange gave company buy rating research report thursday september 20th .
18,they buy,valuengine upgraded shares intercontinental exchange hold rating buy rating research report friday september 7th .
19,they buy,set buy rating 88.00 target price stock .
20,they buy,three equities research analysts rated stock hold rating twelve assigned buy rating company stock .
21,they buy,company presently average rating buy average price target 83.29 .
22,they sell,informa plc inf given consensus recommendation buy analysts intercontinental exchange nyse ice upgraded zacks investment research sell rating hold rating research note issued wednesday october 3rd .
23,they buy,valuengine raised shares intercontinental exchange hold rating buy rating research report friday september 7th .
24,they buy,set buy rating 88.00 target price company .
25,they buy,set buy rating 85.00 target price company .
26,they buy,berenberg bank set 92.00 price target shares intercontinental exchange gave stock buy rating report thursday september 20th .
27,they buy,finally deutsche bank boosted price target shares intercontinental exchange 82.00 83.00 gave stock buy rating report thursday september 27th .
28,they buy,three equities research analysts rated stock hold rating twelve assigned buy rating company .
29,they buy,stock consensus rating buy average target price 83.29 .
30,they sell,"news vice chairman charles a. vice sold 35,000 shares business stock transaction occurred monday august 6th ."
31,they sell,"shares sold average price 72.59 total value 2,540,650.00 ."
32,they sell,"also insider david s. goone sold 10,402 shares business stock transaction occurred monday september 10th ."
33,they sell,"shares sold average price 78.01 total transaction 811,460.02 ."
34,they sell,"last quarter insiders sold 288,819 shares company stock worth 21,703,215 ."
35,they sell,hedge funds institutional investors recently bought sold shares company .
36,they buy,"quad cities investment group llc bought new stake shares intercontinental exchange second quarter valued approximately 104,000 ."
37,they buy,"finally institutional family asset management llc bought new stake shares intercontinental exchange first quarter valued approximately 128,000 ."
38,they buy,"get free copy zacks research report intercontinental exchange ice information research offerings zacks investment research visit zacks.com keyword intercontinental exchange nyse ice ice finance,45865v10 upgrade zacks investment researchratings:4,13 nyse icerefreshed3 receive news ratings intercontinental exchange daily enter email address receive concise daily summary latest news analysts ratings intercontinental exchange related companies marketbeat.com free daily email newsletter ."
39,they buy,rhi magnesita lon rhim covered analysts peel hunt investors sentiment increased 0.92 q2 2018.
40,they sell,improved 34 investors sold intercontinental exchange inc. shares 248 reduced holdings .
41,they buy,old mutual customised solutions proprietary invested 0.24 intercontinental exchange inc. nyse ice .
42,they buy,majedie asset mngmt limited 1.07 invested intercontinental exchange inc. nyse ice .
43,they buy,tci wealth advsrs 0.01 invested intercontinental exchange inc. nyse ice 336 shares .
44,they buy,fil invested 3.44m shares 0.38 stock .
45,they buy,stock increased 0.66 0.48 last trading session reaching 73.35 .
46,they sell,among 5 analysts covering intercontinental exchange nyse ice 4 buy rating 0 sell 1 hold .
47,they buy,barclays capital maintained intercontinental exchange inc. nyse ice thursday july 12 overweight rating .
48,they buy,deutsche bank maintained intercontinental exchange inc. nyse ice rating thursday september 27. deutsche bank buy rating 83 target .
49,they sell,institutional investors also recently bought sold shares company .
50,they buy,"millennium management llc increased position shares intercontinental exchange 3,708.6 second quarter ."
51,they buy,senator investment group lp increased position shares intercontinental exchange 140.0 2nd quarter .
52,they buy,"finally glenmede trust co. na increased position shares intercontinental exchange 11,080.3 2nd quarter ."
53,they sell,zacks investment research raised intercontinental exchange sell rating buy rating set 83.00 target price stock research report wednesday july 4th .
54,they buy,barclays increased price target intercontinental exchange 80.00 82.00 gave stock overweight rating research report thursday july 12th .
55,they buy,citigroup increased price target intercontinental exchange 76.00 80.00 gave stock neutral rating research report wednesday july 18th .
56,they buy,set buy rating 88.00 price target stock .
57,they buy,three analysts rated stock hold rating twelve issued buy rating stock .
58,they buy,company currently average rating buy consensus target price 83.29 .
59,they buy,kaizen advisory llc increased stake intercontinental exchange 143.4 second quarter .
60,they buy,sun life financial inc increased stake intercontinental exchange 717.7 second quarter .
61,they sell,"intercontinental exchange news vice chairman charles a. vice sold 35,000 shares company stock transaction dated monday august 6th ."
62,they sell,"shares sold average price 72.59 total value 2,540,650.00 ."
63,they sell,"also president benjamin jackson sold 2,860 shares company stock transaction dated friday september 14th ."
64,they sell,"shares sold average price 77.88 total transaction 222,736.80 ."
65,they sell,"insiders sold 288,819 shares company stock worth 21,703,215 last ninety days ."
66,they buy,colony group llc increased position intercontinental exchange 19.4 second quarter .
67,they buy,atria investments llc increased position intercontinental exchange 4.0 third quarter .
68,they buy,dnb asset management increased position intercontinental exchange 0.3 third quarter .
69,they buy,traynor capital management inc. increased position intercontinental exchange 15.4 second quarter .
70,they buy,finally world asset management inc increased position intercontinental exchange 2.0 second quarter .
71,they sell,sell-side analysts anticipate intercontinental exchange inc post 3.45 eps current fiscal year .
72,they sell,"news ceo jeffrey c. sprecher sold 80,000 shares firm stock transaction occurred wednesday august 22nd ."
73,they sell,"shares sold average price 73.28 total value 5,862,400.00 ."
74,they sell,"also vice chairman charles a. vice sold 35,000 shares firm stock transaction occurred monday august 6th ."
75,they sell,"shares sold average price 72.59 total transaction 2,540,650.00 ."
76,they sell,"last ninety days insiders sold 288,819 shares company stock valued 21,703,215 ."
77,they buy,deutsche bank raised price objective shares intercontinental exchange 82.00 83.00 gave stock buy rating research report thursday september 27th .
78,they buy,set buy rating 88.00 price objective company .
79,they sell,zacks investment research upgraded shares intercontinental exchange sell rating hold rating research report wednesday september 19th .
80,they buy,finally barclays raised price objective shares intercontinental exchange 80.00 82.00 gave stock overweight rating research report thursday july 12th .
81,they buy,three investment analysts rated stock hold rating twelve assigned buy rating company stock .
82,they buy,company presently consensus rating buy consensus price target 83.29 .
83,they buy,valuengine raised intercontinental exchange hold rating buy rating research note friday october 19th .
