,0,1,2,3,4
0,Revenue,8/31/2017,8/31/2016,8/31/2015,8/31/2014
1,Total Revenue,"34,850,182","32,882,723","31,047,931","30,002,394"
2,Cost of Revenue,"23,819,690","22,605,296","21,238,692","20,317,928"
3,Gross Profit,"11,030,492","10,277,427","9,809,239","9,684,466"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"5,888,090","5,466,982","5,308,988","5,401,969"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"29,707,780","28,072,278","26,547,680","25,719,897"
10,Operating Income or Loss,"5,142,402","4,810,445","4,500,251","4,282,497"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-526,370","793,127","-89,721","15,204"
13,Earnings Before Interest and Taxes,"5,142,402","4,810,445","4,500,251","4,282,497"
14,Interest Expense,"-15,545","-16,258","-14,578","-17,621"
15,Income Before Tax,"4,616,032","5,603,572","4,410,530","4,297,701"
16,Income Tax Expense,"981,100","1,253,969","1,136,741","1,121,743"
17,Minority Interest,"760,723","634,114","513,846","553,302"
18,Net Income From Continuing Ops,"3,634,932","4,349,603","3,273,789","3,175,958"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"3,445,149","4,111,892","3,053,581","2,941,498"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"3,445,149","4,111,892","3,053,581","2,941,498"
