,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"2,378,400","2,305,000","2,194,600","2,484,500"
2,Cost of Revenue,"987,200","979,000","932,400","1,027,700"
3,Gross Profit,"1,391,200","1,326,000","1,262,200","1,456,800"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"417,700","373,100","398,100","443,800"
7,Non Recurring,-,-,-,-
8,Others,"69,100","51,400","43,300","43,800"
9,Total Operating Expenses,"1,610,800","1,510,200","1,503,500","1,649,500"
10,Operating Income or Loss,"767,600","794,800","691,100","835,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-54,000","272,300","313,500","255,600"
13,Earnings Before Interest and Taxes,"767,600","794,800","691,100","835,000"
14,Interest Expense,"-80,600","-87,800","-91,700","-93,300"
15,Income Before Tax,"713,600","1,067,100","974,600","1,090,600"
16,Income Tax Expense,"181,300","58,400","235,600","263,400"
17,Minority Interest,"1,511,200","1,568,200","1,480,400","1,544,500"
18,Net Income From Continuing Ops,"532,300","1,008,700","739,000","827,200"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"243,600","689,500","472,800","509,500"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"243,600","689,500","472,800","509,500"
