,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"5,396,175","4,874,340","4,345,048","3,125,881"
2,Cost of Revenue,"3,063,644","2,850,225","2,655,449","1,946,624"
3,Gross Profit,"2,332,531","2,024,115","1,689,599","1,179,257"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"770,343","651,538","553,649","339,656"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"4,341,009","3,932,756","3,624,695","2,559,427"
10,Operating Income or Loss,"1,055,166","941,584","720,353","566,454"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-284,552","-301,281","-286,444","-226,120"
13,Earnings Before Interest and Taxes,"1,055,166","941,584","720,353","566,454"
14,Interest Expense,"-243,945","-237,738","-209,308","-151,757"
15,Income Before Tax,"770,614","640,303","433,909","340,334"
16,Income Tax Expense,"10,742","7,218","6,772","-2,267"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"759,872","633,085","427,137","342,601"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"759,872","633,085","427,137","338,352"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"759,872","633,085","427,137","338,352"
