,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"66,501,000","59,837,000","57,244,000","56,098,000"
2,Cost of Revenue,"49,838,000","44,201,000","41,471,000","40,431,000"
3,Gross Profit,"16,663,000","15,636,000","15,773,000","15,667,000"
4,Operating Expenses,,,,
5,Research Development,"2,462,000","2,427,000","2,376,000","2,279,000"
6,Selling General and Administrative,"6,029,000","5,856,000","6,007,000","5,886,000"
7,Non Recurring,-,-,-,-
8,Others,"-651,000","-336,000","-688,000","-713,000"
9,Total Operating Expenses,"57,678,000","52,148,000","49,166,000","47,883,000"
10,Operating Income or Loss,"8,823,000","7,689,000","8,078,000","8,215,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-543,000","74,000","-945,000","-1,748,000"
13,Earnings Before Interest and Taxes,"8,823,000","7,689,000","8,078,000","8,215,000"
14,Interest Expense,"-1,225,000","-1,017,000","-997,000","-945,000"
15,Income Before Tax,"8,280,000","7,763,000","7,133,000","6,467,000"
16,Income Tax Expense,"2,626,000","2,843,000","1,697,000","2,111,000"
17,Minority Interest,"2,273,000","1,942,000","1,886,000","1,608,000"
18,Net Income From Continuing Ops,"5,654,000","4,920,000","5,436,000","4,356,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,"-10,000","3,612,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"5,269,000","4,552,000","5,055,000","7,608,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"5,269,000","4,552,000","5,055,000","7,608,000"
