,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,9/30/2017,9/24/2016
1,Total Revenue,"7,442,000","4,680,000","4,269,000","4,318,000"
2,Cost of Revenue,"3,426,000","2,572,000","2,225,000","2,445,000"
3,Gross Profit,"4,016,000","2,108,000","2,044,000","1,873,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"2,303,000","1,168,000","1,102,000","1,037,000"
7,Non Recurring,-,-,-,-
8,Others,"10,000","10,000","10,000","10,000"
9,Total Operating Expenses,"5,739,000","3,740,000","3,327,000","3,482,000"
10,Operating Income or Loss,"1,703,000","940,000","942,000","836,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-912,000","-212,000","-375,000","-533,000"
13,Earnings Before Interest and Taxes,"1,703,000","940,000","942,000","836,000"
14,Interest Expense,"-452,000","-140,000","-201,000","-226,000"
15,Income Before Tax,"791,000","728,000","567,000","303,000"
16,Income Tax Expense,"202,000","-1,748,000","184,000","94,000"
17,Minority Interest,-,"265,000","218,792","66,002"
18,Net Income From Continuing Ops,"589,000","2,476,000","383,000","209,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"586,000","2,448,000","378,000","209,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"586,000","2,448,000","378,000","209,000"
