,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"2,087,833","2,177,882","1,966,985","2,317,256"
2,Cost of Revenue,"888,372","854,017","837,022","972,046"
3,Gross Profit,"1,199,461","1,323,865","1,129,963","1,345,210"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"158,999","149,550","149,256","169,270"
7,Non Recurring,-,-,-,-
8,Others,"-8,171","-8,770","-23,369","-16,362"
9,Total Operating Expenses,"1,468,589","1,415,820","1,342,712","1,606,257"
10,Operating Income or Loss,"619,244","762,062","624,273","710,999"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-300,798","-177,823","-73,366","-278,368"
13,Earnings Before Interest and Taxes,"619,244","762,062","624,273","710,999"
14,Interest Expense,"-345,654","-330,240","-309,298","-412,755"
15,Income Before Tax,"318,446","584,239","550,907","432,631"
16,Income Tax Expense,"41,090","7,229","-85,012","9,281"
17,Minority Interest,"1,654,986","1,998,423","2,007,704","2,081,736"
18,Net Income From Continuing Ops,"277,356","577,010","635,919","423,350"
19,Non-recurring Events,,,,
20,Discontinued Operations,"-13,228","404,912","223,511","585,676"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"227,416","906,917","760,434","864,852"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"161,971","823,510","679,775","783,263"
