,0,1,2,3,4
0,Revenue,12/29/2018,12/30/2017,12/31/2016,1/2/2016
1,Total Revenue,"13,982,400","12,966,600","11,593,500","11,171,800"
2,Cost of Revenue,"9,065,600","8,141,500","7,325,500","7,099,800"
3,Gross Profit,"4,916,800","4,825,100","4,268,000","4,072,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"2,959,200","2,941,100","2,598,900","2,459,100"
7,Non Recurring,-,-,-,-
8,Others,"237,600","249,600","175,200","213,100"
9,Total Operating Expenses,"12,290,400","11,348,500","10,122,800","9,799,300"
10,Operating Income or Loss,"1,692,000","1,618,100","1,470,700","1,372,500"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-669,900","-90,300","-241,400","-221,700"
13,Earnings Before Interest and Taxes,"1,692,000","1,618,100","1,470,700","1,372,500"
14,Interest Expense,"-277,900","-222,600","-194,500","-180,400"
15,Income Before Tax,"1,022,100","1,527,800","1,229,300","1,150,800"
16,Income Tax Expense,"416,300","300,900","261,700","248,600"
17,Minority Interest,"3,700","2,800","6,600","47,600"
18,Net Income From Continuing Ops,"605,800","1,226,900","967,600","902,200"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,"-20,100"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"605,200","1,227,300","968,000","883,700"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"605,200","1,227,300","968,000","883,700"
