,0,1,2,3,4
0,Revenue,9/2/2018,9/3/2017,8/28/2016,8/30/2015
1,Total Revenue,"141,576,000","129,025,000","118,719,000","116,199,000"
2,Cost of Revenue,"123,152,000","111,882,000","102,901,000","101,065,000"
3,Gross Profit,"18,424,000","17,143,000","15,818,000","15,134,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"13,876,000","12,950,000","12,068,000","11,445,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"137,096,000","124,914,000","115,047,000","112,575,000"
10,Operating Income or Loss,"4,480,000","4,111,000","3,672,000","3,624,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-38,000","-72,000","-53,000","-20,000"
13,Earnings Before Interest and Taxes,"4,480,000","4,111,000","3,672,000","3,624,000"
14,Interest Expense,"-159,000","-134,000","-133,000","-124,000"
15,Income Before Tax,"4,442,000","4,039,000","3,619,000","3,604,000"
16,Income Tax Expense,"1,263,000","1,325,000","1,243,000","1,195,000"
17,Minority Interest,"304,000","301,000","253,000","226,000"
18,Net Income From Continuing Ops,"3,179,000","2,714,000","2,376,000","2,409,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"3,134,000","2,679,000","2,350,000","2,377,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"3,134,000","2,679,000","2,350,000","2,377,000"
