,assoc,values
0,they buy,"get free copy zacks research report comerica cma information research offerings zacks investment research visit zacks.comkeyword comerica nyse cma cma finance,20034010 earnings estimates piper jaffray companiesratings:3,25 nyse cma jpmorgan chase co. downgraded shares comerica nyse cma overweight rating neutral rating research report sent investors thursday benzingaratingstable reports ."
1,they buy,stephens downgraded comerica overweight rating equal weight rating report wednesday march 6th .
2,they buy,goldman sachs group downgraded shares comerica buy rating neutral rating cut price target stock 89.00 84.00 report thursday .
3,they buy,morgan stanley reduced price target shares comerica 98.00 96.00 set overweight rating company research report tuesday january 8th .
4,they buy,finally zacks investment research cut shares comerica buy rating hold rating research note tuesday march 19th .
5,they sell,three investment analysts rated stock sell rating sixteen given hold rating seven assigned buy rating one assigned strong buy rating company stock .
6,they sell,"keyword comerica nyse cma cma finance,20034010 downgrade jpmorgan chase co.ratings:3,25 nyse cma receive news ratings comerica daily enter email address receive concise daily summary latest news analysts ratings comerica related companies marketbeat.com free daily email newsletter ."
7,they sell,mcgrath rentcorp mgrc position raised metropolitan life insurance co. ny valuengine cut shares comerica nyse cma sell rating strong sell rating report issued thursday march 21st valuengine reports .
8,they buy,stephens lowered shares comerica overweight rating equal weight rating report wednesday march 6th .
9,they buy,zacks investment research upgraded comerica hold rating buy rating set 92.00 price target company report tuesday march 12th .
10,they sell,three investment analysts rated stock sell rating sixteen given hold rating seven issued buy rating one given strong buy rating company .
11,they sell,"keyword comerica nyse cma cma finance,20034010 downgrade valuengineratings:3,25 nyse cmarefreshed2 receive news ratings comerica daily enter email address receive concise daily summary latest news analysts ratings comerica related companies marketbeat.com free daily email newsletter ."
12,they sell,glen burnie bancorp nasdaq glbz downgraded sell valuengine comerica incorporated nyse cma stock analysts wedbush lifted q1 2019 earnings estimates shares comerica research note issued investors wednesday march 13th according zacks investment research .
13,they sell,"related news insider peter william guilfoile sold 2,922 shares comerica stock transaction dated tuesday january 29th ."
14,they sell,"stock sold average price 82.26 total value 240,363.72 ."
15,they sell,"also insider paul r. obermeyer sold 8,200 shares business stock transaction dated friday march 1st ."
16,they sell,"stock sold average price 86.75 total value 711,350.00 ."
17,they sell,"insiders sold 18,565 shares company stock worth 1,603,348 last ninety days ."
18,they buy,buyback authorization allows financial services provider buy shares stock open market purchases .
19,they sell,valuengine lowered comerica sell rating strong sell rating research report thursday december 13th .
20,they buy,morgan stanley decreased price target shares comerica 106.00 98.00 set overweight rating company research report tuesday december 11th .
21,they sell,three analysts rated stock sell rating sixteen assigned hold rating seven issued buy rating one issued strong buy rating company .
22,they sell,"news evp megan d. burkhart sold 7,443 shares business stock transaction occurred wednesday february 27th ."
23,they sell,"stock sold average price 87.55 total transaction 651,634.65 ."
24,they sell,"also insider paul r. obermeyer sold 8,200 shares stock transaction occurred friday march 1st ."
25,they sell,"stock sold average price 86.75 total value 711,350.00 ."
26,they sell,"last ninety days insiders sold 18,565 shares company stock worth 1,603,348 ."
27,they buy,b. riley lowered shares comerica buy rating neutral rating lowered price target stock 107.00 84.00 research report monday december 10th .
28,they buy,morgan stanley cut price objective shares comerica 106.00 98.00 set overweight rating company report tuesday december 11th .
29,they sell,finally valuengine cut comerica sell rating strong sell rating research note thursday december 13th .
30,they sell,three equities research analysts rated stock sell rating sixteen given hold rating seven assigned buy rating one given strong buy rating stock .
31,they buy,tiaa cref investment management llc increased stake shares comerica 11.7 third quarter .
32,they buy,bank new york mellon corp increased stake shares comerica 6.7 fourth quarter .
33,they sell,"comerica news insider paul r. obermeyer sold 8,200 shares comerica stock transaction dated friday march 1st ."
34,they sell,"stock sold average price 86.75 total value 711,350.00 ."
35,they sell,"also evp megan d. burkhart sold 7,443 shares business stock transaction dated wednesday february 27th ."
36,they sell,"stock sold average price 87.55 total value 651,634.65 ."
37,they sell,"insiders sold total 18,565 shares company stock valued 1,603,348 last three months ."
38,they buy,jpmorgan chase co. cut comerica overweight rating neutral rating reduced price target stock 89.00 79.00 research report thursday .
39,they sell,valuengine cut comerica sell rating strong sell rating research report thursday march 21st .
40,they buy,finally goldman sachs group cut comerica conviction-buy rating buy rating research report monday january 7th .
41,they sell,three equities research analysts rated stock sell rating sixteen assigned hold rating seven assigned buy rating one given strong buy rating stock .
42,they buy,"get free copy zacks research report comerica cma information research offerings zacks investment research visit zacks.comkeyword comerica nyse cma cma finance,20034010 earnings estimates wedbushratings:3,25 nyse cma comerica incorporated nyse cma investment analysts wedbush increased fy2019 earnings estimates shares comerica research report issued wednesday march 27th zacks investment research reports ."
43,they sell,valuengine lowered shares comerica sell rating strong sell rating research report thursday march 21st .
44,they buy,jpmorgan chase co. cut shares comerica overweight rating neutral rating reduced price objective company 89.00 79.00 research note thursday .
45,they buy,goldman sachs group downgraded shares comerica buy rating neutral rating decreased price objective stock 89.00 84.00 report thursday .
46,they buy,finally zacks investment research upgraded shares comerica hold rating buy rating set 92.00 price target company research report tuesday march 12th .
47,they sell,three analysts rated stock sell rating sixteen issued hold rating seven given buy rating one assigned strong buy rating stock .
48,they sell,institutional investors hedge funds recently bought sold shares stock .
49,they buy,allianz asset management gmbh increased position comerica 936.0 3rd quarter .
50,they sell,"related news evp megan d. burkhart sold 7,443 shares company stock transaction occurred wednesday february 27th ."
51,they sell,"stock sold average price 87.55 total value 651,634.65 ."
52,they sell,"also insider paul r. obermeyer sold 8,200 shares stock transaction friday march 1st ."
53,they sell,"shares sold average price 86.75 total value 711,350.00 ."
54,they sell,"last three months insiders sold 18,565 shares company stock valued 1,603,348 ."
55,they sell,hedge funds institutional investors also bought sold shares company .
56,they buy,goldman sachs group cut shares comerica conviction-buy rating buy rating research note monday january 7th .
57,they buy,set buy rating 88.00 price objective company .
58,they buy,stephens reaffirmed buy rating set 85.00 price objective shares comerica research note wednesday december 19th .
59,they buy,zacks investment research raised shares comerica hold rating buy rating set 92.00 price objective company research note tuesday march 12th .
60,they sell,three equities research analysts rated stock sell rating sixteen assigned hold rating seven assigned buy rating one assigned strong buy rating stock .
61,they buy,stephens lowered shares comerica overweight rating equal weight rating research note wednesday march 6th .
62,they buy,goldman sachs group lowered shares comerica buy rating neutral rating reduced price objective stock 89.00 84.00 research note thursday .
63,they buy,morgan stanley reduced price objective shares comerica 98.00 96.00 set overweight rating company research note tuesday january 8th .
64,they buy,finally zacks investment research lowered shares comerica buy rating hold rating research note tuesday march 19th .
65,they sell,three analysts rated stock sell rating sixteen issued hold rating seven given buy rating one assigned strong buy rating stock .
66,they sell,average sell-side analysts predict comerica incorporated post 8.15 eps current fiscal year .
