,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"10,944,000","8,962,700","6,875,100","6,287,400"
2,Cost of Revenue,"5,914,800","4,942,500","3,729,800","3,454,300"
3,Gross Profit,"5,029,200","4,020,200","3,145,300","2,833,100"
4,Operating Expenses,,,,
5,Research Development,"1,575,900","1,259,700","1,105,800","710,200"
6,Selling General and Administrative,"488,000","416,600","374,800","345,300"
7,Non Recurring,-,-,-,-
8,Others,-,"-95,800","-93,800","-83,200"
9,Total Operating Expenses,"7,978,700","6,523,000","5,116,600","4,426,600"
10,Operating Income or Loss,"2,965,300","2,439,700","1,758,500","1,860,800"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-22,100","-67,000","33,700","-4,700"
13,Earnings Before Interest and Taxes,"2,965,300","2,439,700","1,758,500","1,860,800"
14,Interest Expense,"-41,800","-57,500","-38,000","-15,600"
15,Income Before Tax,"2,943,200","2,372,700","1,792,200","1,856,100"
16,Income Tax Expense,"351,600","306,000","234,400","236,600"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"2,591,600","2,066,700","1,557,800","1,619,500"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"2,591,600","2,066,700","1,557,800","1,619,500"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"2,591,600","2,066,700","1,557,800","1,619,500"
