,0,1,2,3,4
0,Revenue,6/30/2018,6/30/2017,6/30/2016,6/30/2015
1,Total Revenue,"136,809,000","129,976,000","121,546,000","102,531,000"
2,Cost of Revenue,"129,628,000","123,432,000","115,003,000","96,819,000"
3,Gross Profit,"7,181,000","6,544,000","6,543,000","5,712,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"4,596,000","3,775,000","3,648,000","3,240,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"134,824,000","127,685,000","119,126,000","100,332,000"
10,Operating Income or Loss,"1,985,000","2,291,000","2,420,000","2,199,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-2,213,000","-367,000","-144,000","-232,000"
13,Earnings Before Interest and Taxes,"1,985,000","2,291,000","2,420,000","2,199,000"
14,Interest Expense,"-329,000","-201,000","-178,000","-141,000"
15,Income Before Tax,"-228,000","1,924,000","2,276,000","1,967,000"
16,Income Tax Expense,"-487,000","630,000","845,000","755,000"
17,Minority Interest,"12,000","138,000","134,000","134,000"
18,Net Income From Continuing Ops,"259,000","1,294,000","1,431,000","1,212,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,"3,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"256,000","1,288,000","1,427,000","1,215,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"256,000","1,288,000","1,427,000","1,215,000"
