,assoc,values
0,they buy,winfield associates inc. bought new position nvidia co. nasdaq nvda third quarter according recent filing securities exchange commission sec .
1,they buy,"fund bought 720 shares computer hardware maker stock valued approximately 202,000 ."
2,they sell,"related news evp ajay k. puri sold 90,831 shares stock transaction occurred tuesday october 2nd ."
3,they sell,"shares sold average price 289.35 total value 26,281,949.85 ."
4,they sell,"also cfo colette kress sold 11,576 shares company stock transaction occurred thursday september 20th ."
5,they sell,"stock sold average price 266.31 total value 3,082,804.56 ."
6,they sell,"last quarter insiders sold 113,707 shares company stock worth 32,347,973 ."
7,they buy,argus restated buy rating set 300.00 price objective shares nvidia report friday october 12th .
8,they buy,goldman sachs group upgraded shares nvidia buy rating conviction-buy rating cut price objective company 324.00 305.00 report thursday october 18th .
9,they buy,tigress financial restated buy rating shares nvidia report friday october 5th .
10,they buy,finally bidaskclub downgraded shares nvidia buy rating hold rating report wednesday october 24th .
11,they buy,eleven research analysts rated stock hold rating twenty-six given buy rating one assigned strong buy rating company stock .
12,they buy,company average rating buy average price target 289.82 .
13,they buy,bidaskclub lowered shares nvidia nasdaq nvda buy rating hold rating research note released wednesday october 24th .
14,they buy,benchmark restated buy rating issued 310.00 price target 280.00 shares nvidia research report thursday september 20th .
15,they buy,needham company llc increased target price nvidia 325.00 350.00 gave stock buy rating research note friday september 14th .
16,they buy,goldman sachs group increased target price nvidia 310.00 324.00 gave stock buy rating research note tuesday august 7th .
17,they buy,bank america increased target price nvidia 340.00 360.00 gave stock buy rating research note tuesday september 25th .
18,they buy,finally tigress financial reiterated buy rating shares nvidia research note friday october 5th .
19,they buy,eleven investment analysts rated stock hold rating twenty-three given buy rating one assigned strong buy rating stock .
20,they buy,stock presently average rating buy average price target 291.53 .
21,they sell,average sell-side analysts expect nvidia post 7.15 eps current year .
22,they sell,"news insider michael byron sold 11,257 shares company stock transaction monday september 24th ."
23,they sell,"stock sold average price 263.94 total value 2,971,172.58 ."
24,they sell,"also evp ajay k. puri sold 90,831 shares stock transaction dated tuesday october 2nd ."
25,they sell,"stock sold average price 289.35 total value 26,281,949.85 ."
26,they sell,"insiders sold 113,707 shares company stock worth 32,347,973 last three months ."
27,they buy,winslow capital management llc increased holdings shares nvidia 15.0 3rd quarter .
28,they sell,"keyword nvidia nasdaq nvda nvda computer technology,67066g10 downgrade bidaskclubratings:4,31 nasdaq nvdarefreshed2 receive news ratings nvidia daily enter email address receive concise daily summary latest news analysts ratings nvidia related companies marketbeat.com free daily email newsletter ."
29,they buy,electronics imaging nasdaq efii rating increased buy valuengine daiwa securities group inc. lowered position shares nvidia co. nasdaq nvda 0.8 third quarter according recent 13f filing securities exchange commission .
30,they buy,"new england research management inc. bought new position shares nvidia 2nd quarter valued 200,000 ."
31,they buy,"centurylink investment management co bought new position shares nvidia 2nd quarter valued 693,000 ."
32,they sell,"news insider michael byron sold 11,257 shares nvidia stock transaction occurred monday september 24th ."
33,they sell,"shares sold average price 263.94 total value 2,971,172.58 ."
34,they sell,"also cfo colette kress sold 11,576 shares nvidia stock transaction occurred thursday september 20th ."
35,they sell,"shares sold average price 266.31 total transaction 3,082,804.56 ."
