,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"7,882,400","7,846,600","7,613,800","7,537,100"
2,Cost of Revenue,"5,068,100","5,035,100","4,854,800","4,820,400"
3,Gross Profit,"2,814,300","2,811,500","2,759,000","2,716,700"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,840,700","1,870,500","1,884,200","1,928,300"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"6,908,800","6,905,600","6,739,000","6,748,700"
10,Operating Income or Loss,"973,600","941,000","874,800","788,400"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-96,700","-110,500","-111,500","-66,500"
13,Earnings Before Interest and Taxes,"973,600","941,000","874,800","788,400"
14,Interest Expense,"-90,800","-90,600","-85,800","-84,900"
15,Income Before Tax,"876,900","830,500","763,300","721,900"
16,Income Tax Expense,"281,900","198,000","282,800","216,500"
17,Minority Interest,"286,900","292,400","288,200","292,300"
18,Net Income From Continuing Ops,"595,000","632,500","480,500","505,400"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"579,000","608,500","454,600","477,100"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"579,000","608,500","454,600","477,100"
