,assoc,values
0,they buy,accredited investors inc increased stake automatic data processing adp 38.27 based latest 2018q4 regulatory filing sec .
1,they buy,"accredited investors inc bought 14,350 shares company stock rose 3.13 market ."
2,they sell,historical adp news 23/05/2018 global human resource outsourcing market outlook 2022 accenture adp ibm lnfosys randstad leading market researchandmarkets.com 09/05/2018 u.s. adp april regional employment report table 02/05/2018 adp increases profit guidance year earnings review 24/05/2018 adp adp.pa construction expected start 2019 24/05/2018 adp adp.pa wins contract united arab emirates design supervision extension sharjah international airport 25/04/2018 april 2018 adp national employment report® adp small business report® adp national franchise report® released 14/03/2018 adp adp.pa feb traffic within france 7.0 15/05/2018 pershing square ackman says portfolios year 13/04/2018 adp adp.pa march 2018 european traffic excluding france 5.2 08/03/2018 nelsonhall names adp® leader benefits administration services commitment innovation 2017 notable recent hill-rom holdings inc. nyse hrc news published finance.yahoo.com released baxter international beats expectations q1 yahoo finance april 25 2019 also seekingalpha.com article hill-rom earlysense launches patient monitoring technology centrella smart+ beds seeking alpha published december 10 2018 prnewswire.com published amn healthcare scores top percentage human rights campaign corporate rating lgbtq workplace equality prnewswire april 08 2019. interesting news hill-rom holdings inc. nyse hrc released globenewswire.com article interpublic receives perfect score 2019 hrc corporate equality index globenewswire published march 28 2019 well benzinga.com news article titled bank america gives us steel double downgrade steel prices soften nyse x benzinga publication date april 11 2019 .
3,they buy,investors sentiment increased 0.82 2018 q4 .
4,they sell,positive 61 investors sold adp shares 442 reduced holdings .
5,they buy,parallax volatility advisers limited partnership invested 0 automatic data processing inc. nasdaq adp .
6,they buy,illinois-based driehaus cap ltd limited liability company invested 0.01 automatic data processing inc. nasdaq adp .
7,they buy,baldwin brothers incorporated invested 0.03 portfolio automatic data processing inc. nasdaq adp .
8,they buy,conning invested 1.16 automatic data processing inc. nasdaq adp .
9,they buy,"notable recent royal bank canada nyse ry news published fool.ca released royal bank canada tsx ry toronto-dominion bank tsx td buy tfsa today motley fool canada april 04 2019 also seekingalpha.com article 42,000 came retirement account seeking alpha published april 07 2019 fool.ca published royal bank canada tsx ry crash buy motley fool canada march 30 2019. interesting news royal bank canada nyse ry released fool.ca article 5 reasons royal bank canada tsx ry top tsx bank stock right motley fool canada published april 02 2019 well seekingalpha.com news article titled adp stock legacy asset next 100 years seeking alpha publication date april 03 2019 ."
10,they buy,"greystone managed investments inc increased caterpillar inc del nyse cat stake 16,401 shares 65,168 valued 8.28m 2018q4 ."
11,they sell,"trust company virginia sold 2,629 shares company stock rose 3.13 market ."
12,they buy,historical adp news 16/05/2018 adp adp.pa april traffic within france 5.7 13/04/2018 adp paris airports march traffic riss 5.5 y/y 16/05/2018 adp adp.pa april 2018 number connecting passengers decreased 19.9 21/03/2018 adp applauds five companies best practices human capital management 25th annual adp meeting minds conference 04/04/2018 adp report manufacturing industry strongest jobs increase three years 14/03/2018 adp adp.pa feb international traffic excluding europe 14/05/2018 future pay new adp innovation helps employers tailor payments preferences employees 18/04/2018 automatic data board expands 12 directors 11/04/2018 adp adp.o increases quarterly dividend 10 pct 07/03/2018 adp report u.s. jobs growth set accelerate government spending increases tax cuts lau associates llc increased stake oracle corp orcl 121.28 based latest 2018q4 regulatory filing sec .
13,they buy,"lau associates llc bought 10,218 shares company stock rose 7.99 market ."
14,they buy,stock increased 0.73 0.4 last trading session reaching 55.41 .
15,they buy,historical orcl news 13/04/2018 tcs recognized best class oracle saas implementation services europe pac 18/04/2018 source-to-pay industry visionary determine inc. ardent partners present live webinar cpo rising 2018 age intelligence 27/03/2018 federal court revived oracle multi-billion dollar copyright case google 19/03/2018 oracle safra catz operating margins continue expand 08/05/2018 baker tilly client creighton university wins prestigious oracle hcm cloud rubies award 11/04/2018 oracle financial services global survey reveals consumer expectations digital banking 11/04/2018 loyalty divide operator consumer perspectives restaurant 2018 reveals operator misconceptions consumer loyalty 20/04/2018 oracle netsuite recognized frost sullivan leader customer value solutions cloud-erp manufa 18/04/2018 waratek issues guidance oracle april 2018 cpu 14/05/2018 heineken urban polo uses oracle cloud inject ai sport kings investors sentiment increased 0.64 2018 q4 .
16,they sell,increased 73 investors sold orcl shares 614 reduced holdings .
17,they buy,ghp inv advsrs incorporated invested 0.61 portfolio oracle corporation nyse orcl .
18,they buy,hikari limited invested 0.03 oracle corporation nyse orcl .
19,they buy,tennessee-based martin incorporated tn invested 0.47 oracle corporation nyse orcl .
