,assoc,values
0,they buy,dorsey whitney trust co llc bought new stake marriott international inc nasdaq mar third quarter according company recent 13f filing sec .
1,they buy,"institutional investor bought 1,987 shares company stock valued approximately 263,000 ."
2,they sell,bidaskclub upgraded shares marriott international sell rating hold rating research note tuesday september 11th .
3,they sell,zacks investment research lowered shares marriott international hold rating sell rating research note wednesday july 18th .
4,they sell,one investment analyst rated stock sell rating ten given hold rating six assigned buy rating company stock .
5,they buy,"tortoise investment management llc bought new stake marriott international second quarter valued 155,000 ."
6,they buy,"finally newport wealth strategies inc. bought new stake marriott international second quarter valued 213,000 ."
7,they buy,sun life financial inc increased holdings marriott international 331.6 second quarter .
8,they buy,"shares bought average price 120.84 per share total value 198,177.60 ."
9,they buy,zacks investment research lowered marriott international buy rating hold rating report tuesday october 9th .
10,they sell,bidaskclub lowered marriott international hold rating sell rating report friday october 5th .
11,they sell,one analyst rated stock sell rating ten issued hold rating six given buy rating stock .
12,they buy,name required mail published required big money sentiment marriott international inc nasdaq mar 2018 q2 increased 1.02 sec.gov filings reveal .
13,they sell,282 investment professionals started new increased stock positions 276 sold reduced stock positions marriott international inc sentiment positive .
14,they sell,32 investors sold 244 reduced holdings 207 increased stakes 75 investment professionals bought stakes .
15,they buy,"2018 q2 savant capital llc 6.4 invested marriott international inc. 2018 q2 31,989 shares marriott international inc owned marvin palmer associates inc. markel corp reported 1.52 million shares ."
16,they buy,"new jersey-based fund abner herrman brock llc invested 3.36 investment manager stock portfolio marriott international inc. california-based fund adelante capital management llc holds 409,096 shares 2.98 us equity exposure ."
17,they buy,"1.73 earnings per share announced previous quarter analysts see negative eps growth marriott international inc.. cadinha co invested 0.31 13,312 shs ."
18,they buy,cetera advisors limited liability company invested 0.02 marriott international inc. nasdaq mar .
19,they buy,"amp cap limited invested 0.12 166,350 shs ."
20,they buy,moreover wg shaheen associates dba whitney 0.02 invested marriott international inc. nasdaq mar 571 shs .
21,they sell,"marriott international inc. registered 4.12 million net activity 0 insider purchases 7 sales since may 15 2018. thursday june 7 insider marriott juliana b. sold 607,558 ."
22,they sell,"tuesday june 12 trade 3,206 shs valued 449,129 made marriott david s. shares 303,227 sold bush mary k tuesday may 15 ."
23,they sell,total 7 analysts rate marriott international nasdaq mar follows 4 buy 3 hold 0 sell .
24,they buy,company rating downgraded morgan stanley tuesday july 24. stock rating upgraded evercore buy sunday may 20 .
25,they sell,number institutional investors hedge funds also recently bought sold shares mar .
26,they sell,group sell-side analysts predict marriott international inc post 5.88 earnings per share current year .
27,they buy,zacks investment research downgraded shares marriott international buy rating hold rating report tuesday october 9th .
28,they sell,bidaskclub raised shares marriott international sell rating hold rating report tuesday september 11th .
29,they buy,morgan stanley downgraded shares marriott international overweight rating equal rating set 129.00 price target stock .
30,they sell,one analyst rated stock sell rating ten assigned hold rating six given buy rating company stock .
31,they buy,"news director frederick a. henderson bought 1,640 shares company stock transaction occurred thursday august 9th ."
32,they buy,northpointe capital llc buys new position athenex inc atnx ifp advisors inc raises stake schwab us dividend equity etf schd lourd capital llc bought new stake marriott international inc nasdaq mar third quarter according recent filing securities exchange commission sec .
33,they buy,"fund bought 3,829 shares company stock valued approximately 506,000 ."
34,they sell,hedge funds institutional investors also bought sold shares company .
35,they buy,"natixis increased position marriott international 2,495.3 second quarter ."
36,they buy,fmr llc increased position marriott international 2.0 second quarter .
37,they buy,massachusetts financial services co. increased position marriott international 10.0 second quarter .
38,they buy,finally brilliance asset management ltd increased position marriott international 486.1 second quarter .
39,they sell,zacks investment research lowered shares marriott international hold rating sell rating report wednesday july 18th .
40,they buy,morgan stanley lowered shares marriott international overweight rating equal rating set 129.00 target price stock .
41,they sell,bidaskclub lowered shares marriott international hold rating sell rating report wednesday august 1st .
42,they buy,valuengine lowered shares marriott international buy rating hold rating report wednesday august 8th .
43,they sell,one analyst rated stock sell rating ten given hold rating six assigned buy rating stock .
44,they buy,"marriott international news director frederick a. henderson bought 1,640 shares stock transaction occurred thursday august 9th ."
45,they sell,bidaskclub upgraded shares marriott international nasdaq mar sell rating hold rating research report report published tuesday .
46,they buy,zacks investment research lowered marriott international buy rating hold rating research note tuesday october 9th .
47,they buy,morgan stanley lowered marriott international overweight rating equal rating set 129.00 price objective company .
48,they buy,set buy rating 156.00 price objective company .
49,they sell,one equities research analyst rated stock sell rating ten assigned hold rating six assigned buy rating company stock .
50,they buy,"marriott international news director frederick a. henderson bought 1,640 shares company stock transaction dated thursday august 9th ."
51,they sell,number hedge funds recently bought sold shares stock .
52,they buy,"recommended story earnings reports matter viewcount articlehistoryid=26144023 postdate=2018-11-2 type=a quarternary=1 id=1107767 keyword marriott international nasdaq mar mar consumer discretionary,57190320 upgrade bidaskclubratings:3,14 nasdaq mar receive news ratings marriott international daily enter email address receive concise daily summary latest news analysts ratings marriott international related companies marketbeat.com free daily email newsletter ."
53,they sell,bidaskclub lowers power integrations powi strong sell harmonic hlit upgraded bidaskclub marriott international inc. nasdaq mar added 3.59 trading price close recent session jumping previous closing price 116.89 121.09 .
54,they sell,according composite indicator trendspotter rated mar stock sell .
55,they buy,"short-term marriott international inc. mar 20-day average volume 2,457,405 shares short-term indicators sets mar stock 40 buy average basis ."
56,they sell,"medium-term mar stock 50-day average volume 2,332,410 shares medium-term indicators gave average rating 25 sell long-term period fb stock 100-day average volume 2,162,920 shares ."
57,they sell,average long-term indicators rated stock 67 sell .
58,they sell,overall picture short medium long-term indicators sets mar stock 16 sell average basis .
59,they buy,cowen example initiated rating shares marriott international inc. outperform according research note tuesday october 23rd 2018. giving stock buy rating stated research report friday september 7th 2018. raymond james hand upgrade mkt perform outperform rating stock research note dated tuesday august 14th 2018 .
60,they sell,meantime 20 new institutions bought shares marriott international inc. first time 31 institutions sold holdings company common stock .
61,they buy,127 institutions increased investment mar stock 140 institutions decreased investment marriott international inc. mar stock last quarter .
62,they sell,adsbygoogle window.adsbygoogle .push nm side bar adsbygoogle window.adsbygoogle .push taking everything account marriott international inc. nasdaq mar scores 16 sell technical side .
63,they sell,stock also flashing sell barchart trendspotter trading system .
64,they buy,traders hoping speculate mar short-term trajectory know short terms indicators stock averaged 40 buy average daily trading volume past 20 days 2457405 shares .
65,they sell,mar stock overall 0.25 sell signal considering medium term indicators 50-day average daily volume remained almost 2332410 shares .
66,they sell,also worth noting stock whose average daily volume 100 days prior writing shares 67 sell basis long term indicators .
67,they sell,06/12/2018 juliana b. marriott marital tr member 10 group sold 3.21 thousand shares price per share 140.09 .
68,they sell,marriott juliana b. performs member 10 group job sold 3.21 thousand shares 449.13 thousand .
69,they buy,analysts cowen assumed coverage marriott international inc. nasdaq mar outperform recommendation according opinion released october 23. analysts raymond james issued upgrade mkt perform outperform stock research note dated back august 14 .
70,they sell,average consensus rating company 2.3 scale 5 equates unanimous sell rating .
71,they sell,short mean analyst recommendations calling stock sell .
72,they sell,bidaskclub raised shares marriott international sell rating hold rating research note tuesday .
73,they buy,valuengine downgraded shares marriott international buy rating hold rating research note wednesday august 8th .
74,they sell,zacks investment research raised shares marriott international sell rating hold rating report wednesday august 8th .
75,they sell,one analyst rated stock sell rating ten assigned hold rating six issued buy rating company stock .
76,they sell,sell-side analysts anticipate marriott international inc post 5.88 eps current fiscal year .
77,they buy,liberum capital trims solgold lon solg target price gbx 65 fiduciary group llc grows holdings norfolk southern corp. nyse nsc three peaks capital management llc bought new position shares marriott international inc nasdaq mar third quarter according recent 13f filing securities exchange commission sec .
78,they buy,"institutional investor bought 11,907 shares company stock valued approximately 1,572,000 ."
79,they buy,sun life financial inc increased stake marriott international 331.6 second quarter .
80,they sell,zacks investment research lowered shares marriott international hold rating sell rating research note wednesday july 18th .
81,they buy,morgan stanley lowered shares marriott international overweight rating equal rating set 129.00 price target stock .
82,they sell,bidaskclub lowered shares marriott international hold rating sell rating research note wednesday august 1st .
83,they buy,valuengine lowered shares marriott international buy rating hold rating research note wednesday august 8th .
84,they sell,one research analyst rated stock sell rating ten given hold rating six assigned buy rating company .
85,they buy,"tower bridge advisors 13.29 million position united technologies co. nyse utx three peaks capital management llc acquires 8,725 shares siteone landscape supply inc nyse site marriott international nasdaq mar upgraded zacks investment research hold rating buy rating research note issued investors monday october 1st ."
86,they sell,bidaskclub downgraded marriott international hold rating sell rating research report wednesday august 1st .
87,they buy,issued buy rating 156.00 price objective stock .
88,they sell,two investment analysts rated stock sell rating nine given hold rating six given buy rating company stock .
89,they buy,"ferguson wellman capital management inc. increased stake marriott international 10,938.6 third quarter ."
90,they buy,average analysts currently moderate buy recommendation mean rating 3.82. comparison average recommendation month ago moderate buy average rating 3.75. similarly average rating observed 2 months ago moderate buy mean numerical rating 3.67 average rating observed 3 months ago moderate buy mean numerical rating 3.60 .
91,they buy,resp 1 adsbygoogle window.adsbygoogle .push posted ron greene oct 31st 2018 comments parsec financial management inc. bought new position marriott international inc nasdaq mar third quarter according recent disclosure securities exchange commission .
92,they buy,"institutional investor bought 1,602 shares company stock valued approximately 212,000 ."
93,they buy,zacks investment research downgraded shares marriott international buy rating hold rating research note tuesday october 9th .
94,they sell,bidaskclub downgraded shares marriott international hold rating sell rating research note friday october 5th .
95,they sell,one research analyst rated stock sell rating ten issued hold rating six given buy rating stock .
96,they buy,"news director frederick a. henderson bought 1,640 shares company stock transaction dated thursday august 9th ."
97,they buy,"shares bought average cost 120.84 per share total value 198,177.60 ."
98,they buy,zacks investment research downgraded marriott international buy rating hold rating research report tuesday october 9th .
99,they sell,bidaskclub raised marriott international sell rating hold rating research report tuesday september 11th .
100,they buy,morgan stanley downgraded marriott international overweight rating equal rating set 129.00 price objective company .
101,they sell,one equities research analyst rated stock sell rating ten assigned hold rating six assigned buy rating company stock .
102,they buy,"news director frederick a. henderson bought 1,640 shares company stock transaction thursday august 9th ."
103,they buy,"stock bought average cost 120.84 per share total value 198,177.60 ."
104,they sell,several hedge funds also recently bought sold shares stock .
105,they buy,"centaurus financial inc. bought new position shares marriott international second quarter valued approximately 102,000 ."
106,they buy,"fort l.p. bought new position shares marriott international second quarter valued approximately 114,000 ."
107,they buy,"tortoise investment management llc bought new position shares marriott international second quarter valued approximately 155,000 ."
108,they buy,"finally newport wealth strategies inc. bought new position shares marriott international second quarter valued approximately 213,000 ."
109,they sell,bidaskclub raised shares marriott international sell rating hold rating research report tuesday .
110,they buy,valuengine lowered shares marriott international buy rating hold rating research report wednesday august 8th .
111,they sell,zacks investment research raised shares marriott international sell rating hold rating research report wednesday august 8th .
112,they sell,one equities research analyst rated stock sell rating ten given hold rating six issued buy rating company stock .
113,they buy,name required mail published required uss investment management ltd bought new stake shares marriott international inc nasdaq mar 3rd quarter according company recent filing securities exchange commission .
114,they buy,"fund bought 930,000 shares company stock valued approximately 122,802,000 ."
115,they buy,janus henderson group plc increased holdings shares marriott international 43.7 2nd quarter .
116,they buy,finally markel corp increased holdings shares marriott international 0.5 2nd quarter .
117,they buy,"related news director frederick a. henderson bought 1,640 shares marriott international stock transaction thursday august 9th ."
118,they sell,sell-side analysts predict marriott international inc post 5.88 earnings per share current fiscal year .
119,they buy,zacks investment research upgraded marriott international hold rating buy rating set 135.00 target price stock report tuesday august 14th .
120,they buy,issued buy rating 156.00 price objective stock .
121,they buy,morgan stanley downgraded marriott international overweight rating equal rating set 129.00 price target stock .
122,they sell,one research analyst rated stock sell rating ten given hold rating six issued buy rating stock .
123,they sell,important understand always perfect balance buyers sellers amount security sold always identical purchased .
124,they sell,price last 200 days moving increasing trend look buy opportunities shows decreasing trend price last 200 days look sell opportunities .
125,they buy,rating 1 2 would indicating buy recommendation .
126,they sell,rating 4 5 represents sell idea .
127,they buy,zacks investment research cut marriott international buy rating hold rating report tuesday october 9th .
128,they sell,bidaskclub raised marriott international sell rating hold rating report tuesday .
129,they buy,issued buy rating 156.00 target price stock .
130,they sell,one analyst rated stock sell rating ten issued hold rating six issued buy rating company .
131,they buy,"jag capital management llc cuts position activision blizzard inc. atvi spdr p bank etf kbe stake raised marshall sullivan inc. wa henderson frederick a. director bought 1,640 shares marriott international inc. nasdaq mar exchange happened august 9th 2018. stock bought average price 120.84 per share amounting transaction worth 198,178 ."
