,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"25,896,000","25,923,000","29,636,000","34,244,000"
2,Cost of Revenue,"15,831,000","15,795,000","18,124,000","21,647,000"
3,Gross Profit,"10,065,000","10,128,000","11,512,000","12,597,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"6,096,000","6,560,000","7,561,000","8,420,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"22,105,000","22,531,000","25,866,000","30,273,000"
10,Operating Income or Loss,"3,791,000","3,392,000","3,770,000","3,971,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-167,000","-1,594,000","4,114,000","-1,417,000"
13,Earnings Before Interest and Taxes,"3,791,000","3,392,000","3,770,000","3,971,000"
14,Interest Expense,"-396,000","-612,000","-643,000","-778,000"
15,Income Before Tax,"3,624,000","1,798,000","7,884,000","2,554,000"
16,Income Tax Expense,"688,000","129,000","593,000","353,000"
17,Minority Interest,"80,000","54,000","88,000","103,000"
18,Net Income From Continuing Ops,"2,936,000","1,669,000","7,291,000","2,201,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"2,922,000","1,659,000","7,267,000","2,184,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"2,922,000","1,659,000","7,267,000","2,184,000"
