,0,1,2,3,4
0,Revenue,9/30/2017,9/30/2016,9/30/2015,9/30/2014
1,Total Revenue,"15,264,000","14,522,000","16,249,000","17,733,000"
2,Cost of Revenue,"8,786,000","8,260,000","9,241,000","9,971,000"
3,Gross Profit,"6,478,000","6,262,000","7,008,000","7,762,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"3,618,000","3,464,000","3,735,000","4,164,000"
7,Non Recurring,-,-,-,-
8,Others,"169,000","192,000","206,000","135,000"
9,Total Operating Expenses,"12,573,000","11,916,000","13,182,000","14,270,000"
10,Operating Income or Loss,"2,691,000","2,606,000","3,067,000","3,463,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-356,000","-290,000","740,000","-272,000"
13,Earnings Before Interest and Taxes,"2,691,000","2,606,000","3,067,000","3,463,000"
14,Interest Expense,"-201,000","-215,000","-198,000","-214,000"
15,Income Before Tax,"2,335,000","2,316,000","3,807,000","3,191,000"
16,Income Tax Expense,"660,000","697,000","1,267,000","953,000"
17,Minority Interest,"52,000","50,000","47,000","48,000"
18,Net Income From Continuing Ops,"1,675,000","1,619,000","2,540,000","2,238,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,"-125,000","45,000","193,000","-54,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,518,000","1,635,000","2,710,000","2,147,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,518,000","1,635,000","2,710,000","2,147,000"
