,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"52,546,000","52,824,000","48,851,000","49,605,000"
2,Cost of Revenue,"10,590,000","11,925,000","9,361,000","9,033,000"
3,Gross Profit,"41,956,000","40,899,000","39,490,000","40,572,000"
4,Operating Expenses,,,,
5,Research Development,"7,619,000","7,838,000","7,646,000","7,150,000"
6,Selling General and Administrative,"14,485,000","14,748,000","14,325,000","13,720,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"37,452,000","38,567,000","35,060,000","33,942,000"
10,Operating Income or Loss,"15,094,000","14,257,000","13,791,000","15,663,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-2,790,000","-5,904,000","-4,826,000","-3,425,000"
13,Earnings Before Interest and Taxes,"15,094,000","14,257,000","13,791,000","15,663,000"
14,Interest Expense,"-1,270,000","-1,186,000","-1,199,000","-1,360,000"
15,Income Before Tax,"12,304,000","8,353,000","8,965,000","12,238,000"
16,Income Tax Expense,"-9,049,000","1,123,000","1,990,000","3,120,000"
17,Minority Interest,"348,000","296,000","278,000","321,000"
18,Net Income From Continuing Ops,"21,353,000","7,230,000","6,975,000","9,118,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,"2,000","16,000","11,000","49,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"21,308,000","7,215,000","6,960,000","9,135,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"21,307,000","7,214,000","6,959,000","9,134,000"
