,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"14,748,000","14,270,000","14,241,000","14,791,000"
2,Cost of Revenue,"8,207,000","7,693,000","7,786,000","8,348,000"
3,Gross Profit,"6,541,000","6,577,000","6,455,000","6,443,000"
4,Operating Expenses,,,,
5,Research Development,"453,000","459,000","466,000","483,000"
6,Selling General and Administrative,"3,564,000","3,588,000","3,584,000","3,696,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"12,684,000","12,180,000","12,282,000","12,977,000"
10,Operating Income or Loss,"2,064,000","2,090,000","1,959,000","1,814,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-59,000","-1,311,000","-214,000","-468,000"
13,Earnings Before Interest and Taxes,"2,064,000","2,090,000","1,959,000","1,814,000"
14,Interest Expense,"-105,000","-125,000","-125,000","-187,000"
15,Income Before Tax,"2,005,000","779,000","1,745,000","1,346,000"
16,Income Tax Expense,"615,000","214,000","413,000","237,000"
17,Minority Interest,"115,000","87,000","86,000","85,000"
18,Net Income From Continuing Ops,"1,390,000","565,000","1,332,000","1,109,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,"225,000","330,000","95,000","1,050,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,594,000","873,000","1,406,000","2,102,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,594,000","873,000","1,406,000","2,102,000"
