,Earnings Estimate,Current Qtr. (Mar 2019),Next Qtr. (Jun 2019),Current Year (2019),Next Year (2020)
0,No. of Analysts,17.0,17.0,21.0,19.0
1,Avg. Estimate,0.59,1.06,3.63,4.01
2,Low Estimate,0.54,0.99,3.35,3.73
3,High Estimate,0.64,1.1,3.73,4.25
4,Year Ago EPS,0.56,1.0,3.34,3.63
,Revenue Estimate,Current Qtr. (Mar 2019),Next Qtr. (Jun 2019),Current Year (2019),Next Year (2020)
0,No. of Analysts,16,16,18,17
1,Avg. Estimate,1.31B,1.53B,5.84B,6.07B
2,Low Estimate,1.29B,1.48B,5.71B,5.88B
3,High Estimate,1.34B,1.56B,5.9B,6.21B
4,Year Ago Sales,1.25B,1.43B,5.49B,5.84B
5,Sales Growth (year/est),4.70%,7.10%,6.50%,3.90%
,Earnings History,3/30/2018,6/29/2018,9/29/2018,12/30/2018
0,EPS Est.,0.59,1.02,1.05,0.93
1,EPS Actual,0.56,1,0.93,0.86
2,Difference,-0.03,-0.02,-0.12,-0.07
3,Surprise %,-5.10%,-2.00%,-11.40%,-7.50%
,EPS Trend,Current Qtr. (Mar 2019),Next Qtr. (Jun 2019),Current Year (2019),Next Year (2020)
0,Current Estimate,0.59,1.06,3.63,4.01
1,7 Days Ago,0.59,1.06,3.63,4.01
2,30 Days Ago,0.59,1.07,3.64,4.01
3,60 Days Ago,0.59,1.07,3.64,4.01
4,90 Days Ago,0.63,1.07,3.8,4.18
,EPS Revisions,Current Qtr. (Mar 2019),Next Qtr. (Jun 2019),Current Year (2019),Next Year (2020)
0,Up Last 7 Days,1,1,1,1
1,Up Last 30 Days,1,1,1,1
2,Down Last 7 Days,N/A,N/A,N/A,N/A
3,Down Last 30 Days,1,1,1,1
,Growth Estimates,FBHS,Industry,Sector,S&P 500
0,Current Qtr.,5.40%,N/A,N/A,-0.02
1,Next Qtr.,6.00%,N/A,N/A,0.04
2,Current Year,8.70%,N/A,N/A,0.05
3,Next Year,10.50%,N/A,N/A,0.11
4,Next 5 Years (per annum),8.49%,N/A,N/A,0.10
5,Past 5 Years (per annum),20.77%,N/A,N/A,N/A
