,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"5,485,100","5,283,300","4,984,900","4,579,400"
2,Cost of Revenue,"3,513,600","3,351,100","3,184,300","2,992,000"
3,Gross Profit,"1,971,500","1,932,200","1,800,600","1,587,400"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,235,700","1,179,200","1,120,400","1,031,900"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"4,785,400","4,562,000","4,332,800","4,045,500"
10,Operating Income or Loss,"699,700","721,300","652,100","533,900"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-162,700","-86,500","-70,000","-74,000"
13,Earnings Before Interest and Taxes,"699,700","721,300","652,100","533,900"
14,Interest Expense,"-74,500","-49,400","-49,100","-31,900"
15,Income Before Tax,"537,000","634,800","582,100","459,900"
16,Income Tax Expense,"147,000","159,500","169,700","153,400"
17,Minority Interest,"1,800","1,600","1,500","2,900"
18,Net Income From Continuing Ops,"390,000","475,300","412,400","306,500"
19,Non-recurring Events,,,,
20,Discontinued Operations,-200,"-2,600",800,"9,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"389,600","472,600","413,200","315,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"389,600","472,600","413,200","315,000"
