,0,1,2,3,4
0,Revenue,12/30/2017,12/31/2016,1/2/2016,1/3/2015
1,Total Revenue,"12,923,000","13,014,000","13,525,000","14,580,000"
2,Cost of Revenue,"7,718,000","8,062,000","8,586,000","9,343,000"
3,Gross Profit,"5,205,000","4,952,000","4,939,000","5,237,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"2,774,000","3,192,000","3,443,000","3,875,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"10,492,000","11,254,000","12,029,000","13,218,000"
10,Operating Income or Loss,"2,431,000","1,760,000","1,496,000","1,362,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-750,000","-832,000","-723,000","-543,000"
13,Earnings Before Interest and Taxes,"2,431,000","1,760,000","1,496,000","1,362,000"
14,Interest Expense,"-256,000","-406,000","-227,000","-209,000"
15,Income Before Tax,"1,681,000","928,000","773,000","819,000"
16,Income Tax Expense,"412,000","233,000","159,000","186,000"
17,Minority Interest,"16,000","16,000","10,000","62,000"
18,Net Income From Continuing Ops,"1,269,000","695,000","614,000","633,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,269,000","694,000","614,000","632,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,269,000","694,000","614,000","632,000"
