,assoc,values
0,they sell,zacks rank system ranges 1 strong buy 5 strong sell impressive outside-audited track record outperformance 1 stocks generating average annual return since 1988. within past 30 days consensus eps projection moved 3.27 lower .
1,they sell,analyses consensus rating score stands 2.1. next one year period average individual price target estimates referred covering sell-side analysts 44.5 .
2,they sell,volume gives investor idea price action security whether buy sell security .
3,they sell,zacks investment research upgraded shares american airlines group strong sell rating hold rating research report monday .
4,they sell,bidaskclub upgraded shares american airlines group sell rating hold rating research report saturday april 13th .
5,they buy,bank america reiterated buy rating issued 39.00 target price 42.00 shares american airlines group report thursday april 4th .
6,they sell,one investment analyst rated stock sell rating eight assigned hold rating eleven assigned buy rating company .
7,they buy,stock presently average rating buy average target price 44.85 .
8,they buy,bofa/merrill advised investors research note published april 4th 2019 buy aal stock also putting 39 price target .
9,they sell,amongst analysts rated stock 0 recommended investors sell 8 believe potential growth thus rating hold 5 advised investors purchase stock .
10,they sell,company spent 8.12 billion trying sell products last quarter result yielding gross income 2.82 billion .
11,they sell,"related news director benjamin jeffrey bought 15,000 shares company stock transaction recorded november 19th 2019. purchase performed average price 35.69 total value 535,301. purchase deal closes director benjamin jeffrey bought 25,000 shares company stock valued 836,763. also president isom robert jr sold 10,000 shares company stock deal recorded may 22nd 2019. shares sold average cost 45.00 per share total market value 646,205. last 6 months insiders changed ownership shares company stock 1.10 ."
12,they buy,5 21 analysts covering stock rated buy 8 maintained hold recommendation american airlines group inc. stock .
13,they sell,0 analysts assigned sell rating aal stock .
14,they buy,average analysts currently moderate buy recommendation mean rating 4.27. comparison average recommendation month ago moderate buy average rating 4.27. similarly average rating observed 2 months ago moderate buy mean numerical rating 4.40 average rating observed 3 months ago strong buy mean numerical rating 4.64 .
15,they sell,group 0 sell rating 5 buy rating 8 outperform rating 8 provided hold rating shares thanks data thomson reuters i/b/e/s .
16,they buy,stock reiterated outperform cowen garnered news report tuesday april 9th 2019. additional helpful research note sent bofa/merrill thursday april 4th 2019. brokerage decided reiterated aal buy .
17,they sell,analysts assigned mean rating 2.10 1.0 strong buy 5.0 sell .
