,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"5,823,000","5,696,000","5,505,000","5,254,000"
2,Cost of Revenue,"3,069,000","3,024,000","2,959,000","2,909,000"
3,Gross Profit,"2,754,000","2,672,000","2,546,000","2,345,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,228,000","1,150,000","1,101,000","1,034,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"4,297,000","4,174,000","4,060,000","3,943,000"
10,Operating Income or Loss,"1,526,000","1,522,000","1,445,000","1,311,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"39,000","-132,000","-23,000","-222,000"
13,Earnings Before Interest and Taxes,"1,526,000","1,522,000","1,445,000","1,311,000"
14,Interest Expense,"-193,000","-176,000","-163,000","-170,000"
15,Income Before Tax,"1,565,000","1,390,000","1,422,000","1,089,000"
16,Income Tax Expense,"378,000","158,000","492,000","377,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"1,187,000","1,232,000","930,000","712,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,"14,000","14,000","14,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,187,000","1,246,000","930,000","712,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,187,000","1,246,000","930,000","712,000"
