,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"100,064,600","100,287,500","101,751,800","100,887,100"
2,Cost of Revenue,"91,297,500","91,667,000","93,131,900","92,499,700"
3,Gross Profit,"8,767,100","8,620,500","8,619,900","8,387,400"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"3,230,300","3,491,500","3,595,700","3,708,300"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"94,527,800","95,158,500","96,727,600","96,208,000"
10,Operating Income or Loss,"5,536,800","5,129,000","5,024,200","4,679,100"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-564,900","-701,900","-1,160,400","-1,612,900"
13,Earnings Before Interest and Taxes,"5,536,800","5,129,000","5,024,200","4,679,100"
14,Interest Expense,"-590,200","-552,100","-500,300","-511,400"
15,Income Before Tax,"4,929,000","4,427,100","3,863,800","3,066,200"
16,Income Tax Expense,"397,300","999,500","1,364,300","1,031,200"
17,Minority Interest,"5,700","7,800","7,700","9,800"
18,Net Income From Continuing Ops,"4,531,700","3,427,600","2,499,500","2,035,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"4,517,400","3,404,400","2,476,400","2,007,600"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"4,517,400","3,404,400","2,476,400","2,007,600"
