,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"4,300,170","3,840,087","3,974,295","4,021,964"
2,Cost of Revenue,"2,834,631","2,537,320","2,582,187","2,641,841"
3,Gross Profit,"1,465,539","1,302,767","1,392,108","1,380,123"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"533,645","461,370","447,792","462,637"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"3,368,276","2,998,690","3,029,979","3,104,478"
10,Operating Income or Loss,"931,894","841,397","944,316","917,486"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-135,165","-148,294","-137,936","-112,654"
13,Earnings Before Interest and Taxes,"931,894","841,397","944,316","917,486"
14,Interest Expense,"-98,029","-94,304","-91,795","-79,928"
15,Income Before Tax,"796,729","693,103","806,380","804,832"
16,Income Tax Expense,"115,259","180,945","215,521","220,372"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"681,470","512,158","590,859","584,460"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"681,470","512,158","590,859","584,460"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"681,470","512,158","590,859","584,460"
