,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"14,810,000","13,487,000","12,416,000","10,263,000"
2,Cost of Revenue,"9,152,000","8,108,000","7,440,000","6,141,000"
3,Gross Profit,"5,658,000","5,379,000","4,976,000","4,122,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"2,661,000","2,704,000","2,509,000","2,037,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"12,221,000","11,171,000","10,274,000","8,378,000"
10,Operating Income or Loss,"2,589,000","2,316,000","2,142,000","1,885,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"68,000","42,000","22,000","39,000"
13,Earnings Before Interest and Taxes,"2,589,000","2,316,000","2,142,000","1,885,000"
14,Interest Expense,"-23,000","-19,000","-18,000","-3,000"
15,Income Before Tax,"2,657,000","2,358,000","2,164,000","1,924,000"
16,Income Tax Expense,"1,153,000","805,000","540,000","485,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"1,504,000","1,553,000","1,624,000","1,439,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,504,000","1,553,000","1,624,000","1,439,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,504,000","1,553,000","1,624,000","1,439,000"
